順位,品詞,基本形,出現回数,出現事例数
1014,名詞,トラック,21,19
1015,名詞,土台,21,19
1016,名詞,駅,21,19
1017,名詞,黄,21,19
1018,名詞,三,20,19
1019,動詞,傾く,20,19
1020,名詞,全体,20,19
1021,名詞,木製,20,19
1022,名詞,まひ,19,19
1023,名詞,上肢,19,19
1024,名詞,下部,19,19
1025,動詞,付く,19,19
1026,動詞,出来る,19,19
1027,名詞,校,19,19
1028,動詞,突き破る,19,19
1029,形容詞,重い,19,19
1030,形容詞,長い,19,19
1031,名詞,養護,19,19
1032,名詞,ぶらんこ,41,18
1033,名詞,トランポリン,28,18
1034,名詞,屋根,24,18
1035,名詞,門,24,18
1036,動詞,拭く,21,18
1037,動詞,吹く,20,18
1038,名詞,心臓,20,18
1039,名詞,ペダル,19,18
1040,動詞,加わる,19,18
1041,名詞,攻撃,19,18
1042,動詞,敷く,19,18
1043,名詞,眼瞼,19,18
1044,名詞,筋,19,18
1045,名詞,腫れ,19,18
1046,名詞,連絡,19,18
1047,動詞,驚く,19,18
1048,名詞,おでこ,18,18
1049,名詞,けが,18,18
1050,動詞,だす,18,18
1051,名詞,グローブ,18,18
1052,名詞,ファウルチップ,18,18
1053,名詞,ワン,18,18
1054,動詞,乗り上げる,18,18
1055,名詞,全校,18,18
1056,名詞,前日,18,18
1057,名詞,回り,18,18
1058,動詞,変える,18,18
1059,名詞,夏休み,18,18
1060,動詞,寄る,18,18
1061,動詞,払う,18,18
1062,動詞,抜け落ちる,18,18
1063,動詞,振り払う,18,18
1064,名詞,止め,18,18
1065,動詞,気が付く,18,18
1066,動詞,洗う,18,18
1067,動詞,生じる,18,18
1068,形容詞,硬い,18,18
1069,名詞,背部,18,18
1070,名詞,自主,18,18
1071,名詞,血腫,18,18
1072,動詞,起きる,18,18
1073,名詞,違和感,18,18
1074,名詞,遠征,18,18
1075,名詞,ほうき,29,17
1076,名詞,級友,25,17
1077,名詞,用具,22,17
1078,名詞,図書,21,17
1079,名詞,片方,21,17
1080,名詞,頃,21,17
1081,動詞,食べる,21,17
1082,名詞,交代,20,17
1083,名詞,てい,19,17
1084,名詞,キック,19,17
1085,名詞,体調,19,17
1086,名詞,年,19,17
1087,名詞,調整,19,17
1088,名詞,フロア,18,17
1089,名詞,ヘルメット,18,17
1090,動詞,乗り越える,18,17
1091,名詞,交錯,18,17
1092,動詞,外す,18,17
1093,名詞,擦り傷,18,17
1094,名詞,測定,18,17
1095,名詞,聴力,18,17
1096,動詞,防ぐ,18,17
1097,動詞,あげる,17,17
1098,動詞,うつ伏せる,17,17
1099,名詞,こめかみ,17,17
1100,名詞,ゴロ,17,17
1101,名詞,バッティングマシーン,17,17
1102,名詞,ヘリ,17,17
1103,名詞,リバウンド,17,17
1104,名詞,一環,17,17
1105,名詞,以前,17,17
1106,名詞,休業,17,17
1107,名詞,前進,17,17
1108,動詞,呼びかける,17,17
1109,動詞,変わる,17,17
1110,名詞,引火,17,17
1111,名詞,弾み,17,17
1112,名詞,待ち,17,17
1113,名詞,摘出,17,17
1114,動詞,放す,17,17
1115,名詞,滑り,17,17
1116,名詞,激痛,17,17
1117,動詞,痛む,17,17
1118,名詞,縦,17,17
1119,名詞,耳鳴り,17,17
1120,動詞,起き上がる,17,17
1121,名詞,隅,17,17
1122,動詞,鳴る,17,17
1123,名詞,サーブ,25,16
1124,名詞,お湯,23,16
1125,名詞,ひさし,22,16
1126,名詞,ハードル,22,16
1127,名詞,盤,22,16
1128,名詞,ゴルフ,21,16
1129,動詞,とぶ,20,16
1130,動詞,刺す,18,16
1131,名詞,打ち合い,18,16
1132,動詞,流す,18,16
1133,名詞,熱湯,18,16
1134,名詞,スイング,17,16
1135,名詞,プラスチック,17,16
1136,名詞,・,17,16
1137,名詞,助走,17,16
1138,動詞,引き抜く,17,16
1139,動詞,揺らす,17,16
1140,名詞,更衣,17,16
1141,名詞,空中,17,16
1142,名詞,精神,17,16
1143,名詞,記録,17,16
1144,名詞,電柱,17,16
1145,名詞,とっさ,16,16
1146,形容詞,にくい,16,16
1147,名詞,よそ見,16,16
1148,名詞,スリップ,16,16
1149,名詞,付け根,16,16
1150,名詞,作り,16,16
1151,動詞,入り込む,16,16
1152,名詞,全力,16,16
1153,名詞,切り傷,16,16
1154,名詞,医療,16,16
1155,名詞,吹奏楽,16,16
1156,名詞,屋内,16,16
1157,動詞,探す,16,16
1158,名詞,既往症,16,16
1159,名詞,様,16,16
1160,動詞,滑り落ちる,16,16
1161,名詞,無理,16,16
1162,名詞,発現,16,16
1163,名詞,瞼,16,16
1164,名詞,背,16,16
1165,動詞,背負う,16,16
1166,名詞,脱落,16,16
1167,名詞,自力,16,16
1168,名詞,自立,16,16
1169,名詞,複数,16,16
1170,動詞,進む,16,16
1171,動詞,過ぎる,16,16
1172,動詞,重なる,16,16
1173,動詞,間に合う,16,16
1174,名詞,頚,16,16
1175,動詞,駆け付ける,16,16
1176,名詞,縄,25,15
1177,名詞,股関節,23,15
1178,名詞,車いす,23,15
1179,名詞,鉛筆,23,15
1180,名詞,氷,20,15
1181,名詞,炎,20,15
1182,名詞,リング,19,15
1183,名詞,役,19,15
1184,名詞,アルミ,18,15
1185,名詞,円,18,15
1186,名詞,水道,18,15
1187,名詞,開,18,15
1188,名詞,ピッチングマシーン,17,15
1189,名詞,ポジション,17,15
1190,名詞,ライト,17,15
1191,名詞,安全,17,15
1192,名詞,山,17,15
1193,動詞,隠れる,17,15
1194,名詞,7,16,15
1195,動詞,く,16,15
1196,名詞,ハーフ,16,15
1197,名詞,回復,16,15
1198,名詞,図工,16,15
1199,名詞,痙攣,16,15
1200,動詞,跳ねる,16,15
1201,動詞,きる,15,15
1202,動詞,すり抜ける,15,15
1203,動詞,つなぐ,15,15
1204,動詞,てる,15,15
1205,名詞,やけど,15,15
1206,名詞,アップ,15,15
1207,名詞,ドクター,15,15
1208,名詞,ファール,15,15
1209,名詞,マラソン,15,15
1210,名詞,乗り,15,15
1211,名詞,交差点,15,15
1212,名詞,会場,15,15
1213,名詞,側面,15,15
1214,名詞,元,15,15
1215,名詞,加工,15,15
1216,名詞,器質,15,15
1217,名詞,夕食,15,15
1218,名詞,大型,15,15
1219,名詞,小走り,15,15
1220,名詞,尻,15,15
1221,名詞,怪我,15,15
1222,名詞,服,15,15
1223,動詞,構える,15,15
1224,形容詞,熱い,15,15
1225,名詞,白内障,15,15
1226,動詞,移る,15,15
1227,名詞,背負い投げ,15,15
1228,動詞,見失う,15,15
1229,動詞,言い争う,15,15
1230,名詞,身,15,15
1231,形容詞,近い,15,15
1232,動詞,逸れる,15,15
1233,形容詞,遠い,15,15
1234,名詞,防御,15,15
1235,名詞,髄,15,15
1236,名詞,湯,26,14
1237,名詞,シーソー,25,14
1238,名詞,電車,23,14
1239,名詞,網,21,14
1240,名詞,川,19,14
1241,名詞,道具,19,14
1242,名詞,マシーン,18,14
1243,名詞,鎖骨,17,14
1244,名詞,がけ,16,14
1245,名詞,カバー,16,14
1246,名詞,ライン,16,14
1247,名詞,検査,16,14
1248,名詞,相撲,16,14
1249,名詞,腹痛,16,14
1250,動詞,行なう,16,14
1251,動詞,めがける,15,14
1252,名詞,上体,15,14
1253,名詞,先頭,15,14
1254,名詞,合図,15,14
1255,名詞,回し,15,14
1256,名詞,外周,15,14
1257,名詞,幅,15,14
1258,動詞,抱く,15,14
1259,名詞,置き場,15,14
1260,動詞,聞こえる,15,14
1261,名詞,脈,15,14
1262,名詞,15,14,14
1263,動詞,かがむ,14,14
1264,動詞,くずす,14,14
1265,動詞,じゃれる,14,14
1266,動詞,ぬれる,14,14
1267,動詞,はまる,14,14
1268,動詞,ひっかける,14,14
1269,形容詞,ひどい,14,14
1270,名詞,もと,14,14
1271,名詞,ジョギング,14,14
1272,名詞,チアリーディング,14,14
1273,名詞,チャイム,14,14
1274,名詞,一瞬,14,14
1275,名詞,不良,14,14
1276,名詞,以上,14,14
1277,名詞,係,14,14
1278,名詞,前後,14,14
1279,名詞,原動機,14,14
1280,動詞,取れる,14,14
1281,名詞,安静,14,14
1282,名詞,左右,14,14
1283,動詞,引き上げる,14,14
1284,動詞,当る,14,14
1285,名詞,敷地,14,14
1286,名詞,本校,14,14
1287,動詞,横切る,14,14
1288,名詞,歩,14,14
1289,名詞,演技,14,14
1290,名詞,状況,14,14
1291,名詞,異変,14,14
1292,名詞,直径,14,14
1293,名詞,研究,14,14
1294,名詞,突き,14,14
1295,動詞,競り合う,14,14
1296,名詞,競争,14,14
1297,名詞,肩車,14,14
1298,名詞,製作,14,14
1299,動詞,走り回る,14,14
1300,動詞,躓く,14,14
1301,名詞,軟式,14,14
1302,動詞,追いつく,14,14
1303,動詞,送る,14,14
1304,名詞,雨天,14,14
1305,名詞,頸部,14,14
1306,動詞,飛び越える,14,14
1307,名詞,馬跳び,14,14
1308,名詞,ゲージ,24,13
1309,名詞,定規,22,13
1310,名詞,ケース,20,13
1311,名詞,セット,20,13
1312,名詞,スロープ,19,13
1313,名詞,ワイヤー,19,13
1314,名詞,入れ,19,13
1315,名詞,消しゴム,19,13
1316,名詞,砂場,19,13
1317,名詞,男児,17,13
1318,名詞,馬,17,13
1319,名詞,コーナー,16,13
1320,名詞,サッシ,16,13
1321,名詞,心室,16,13
1322,動詞,やめる,15,13
1323,名詞,ズボン,15,13
1324,名詞,プレーヤー,15,13
1325,名詞,ミニ,15,13
1326,名詞,上がり,15,13
1327,名詞,平行棒,15,13
1328,名詞,幼児,15,13
1329,動詞,抱える,15,13
1330,名詞,硬直,15,13
1331,名詞,非常,15,13
1332,名詞,クリア,14,13
1333,名詞,フレーム,14,13
1334,名詞,マッサージ,14,13
1335,名詞,メガネ,14,13
1336,名詞,メニュー,14,13
1337,動詞,分かる,14,13
1338,名詞,制作,14,13
1339,名詞,吐き気,14,13
1340,名詞,捕手,14,13
1341,名詞,水中,14,13
1342,名詞,甲,14,13
1343,動詞,立てかける,14,13
1344,名詞,自然,14,13
1345,名詞,趾,14,13
1346,名詞,S,13,13
1347,動詞,ぐらつく,13,13
1348,動詞,こぼれる,13,13
1349,動詞,はずれる,13,13
1350,動詞,よろける,13,13
1351,名詞,チップ,13,13
1352,名詞,レスリング,13,13
1353,名詞,レンズ,13,13
1354,名詞,一番,13,13
1355,名詞,下腹,13,13
1356,名詞,予行,13,13
1357,名詞,伏せ,13,13
1358,名詞,体力,13,13
1359,名詞,停車,13,13
1360,名詞,合唱,13,13
1361,名詞,孔,13,13
1362,名詞,完全,13,13
1363,名詞,寝技,13,13
1364,名詞,尻もち,13,13
1365,名詞,房,13,13
1366,名詞,拳,13,13
1367,動詞,振り切る,13,13
1368,動詞,捕まえる,13,13
1369,動詞,掴む,13,13
1370,名詞,昼,13,13
1371,動詞,浴びる,13,13
1372,動詞,添える,13,13
1373,動詞,滑り降りる,13,13
1374,名詞,現場,13,13
1375,名詞,組み,13,13
1376,名詞,自席,13,13
1377,名詞,風,13,13
1378,名詞,９,13,13
1379,名詞,竹刀,20,12
1380,名詞,騎馬,20,12
1381,名詞,グリップ,17,12
1382,名詞,ペットボトル,17,12
1383,名詞,母親,16,12
1384,名詞,かばん,15,12
1385,名詞,紙,15,12
1386,名詞,か所,14,12
1387,名詞,カッターナイフ,14,12
1388,名詞,バトン,14,12
1389,名詞,内野,14,12
1390,名詞,取っ手,14,12
1391,名詞,教科,14,12
1392,名詞,食,14,12
1393,名詞,ひとり,13,12
1394,名詞,ソフトテニス,13,12
1395,名詞,チェーン,13,12
1396,名詞,テープ,13,12
1397,名詞,刈り,13,12
1398,名詞,卒業,13,12
1399,名詞,受身,13,12
1400,名詞,小石,13,12
1401,名詞,我慢,13,12
1402,名詞,掛け,13,12
1403,名詞,発,13,12
1404,動詞,直す,13,12
1405,名詞,配膳,13,12
1406,動詞,集める,13,12
1407,名詞,-,12,12
1408,名詞,100,12,12
1409,名詞,うつ,12,12
1410,名詞,かご,12,12
1411,動詞,かする,12,12
1412,名詞,か月,12,12
1413,動詞,もみ合う,12,12
1414,名詞,スポーツ,12,12
1415,名詞,ラリー,12,12
1416,名詞,ロック,12,12
1417,名詞,一輪車,12,12
1418,名詞,上半身,12,12
1419,名詞,付,12,12
1420,名詞,代わり,12,12
1421,名詞,作成,12,12
1422,名詞,原因,12,12
1423,名詞,取り,12,12
1424,名詞,受け身,12,12
1425,名詞,多量,12,12
1426,名詞,幹部,12,12
1427,名詞,座,12,12
1428,名詞,後部,12,12
1429,動詞,慌てる,12,12
1430,動詞,擦りむく,12,12
1431,名詞,支援,12,12
1432,形容詞,早い,12,12
1433,名詞,機関,12,12
1434,名詞,武道,12,12
1435,動詞,流れる,12,12
1436,名詞,皮膚,12,12
1437,名詞,目撃,12,12
1438,名詞,着用,12,12
1439,名詞,移送,12,12
1440,動詞,立ち止まる,12,12
1441,名詞,落ち,12,12
1442,動詞,言い合う,12,12
1443,名詞,走り幅跳び,12,12
1444,名詞,車道,12,12
1445,名詞,防止,12,12
1446,名詞,集会,12,12
1447,名詞,ストーブ,18,11
1448,名詞,ボード,18,11
1449,名詞,筆箱,18,11
1450,名詞,カンナ,17,11
1451,名詞,ボクシング,17,11
1452,名詞,ふた,16,11
1453,名詞,ベッド,16,11
1454,名詞,タオル,15,11
1455,名詞,排水,15,11
1456,名詞,スタンド,14,11
1457,名詞,不安定,14,11
1458,名詞,入水,14,11
1459,名詞,塀,14,11
1460,名詞,テラス,13,11
1461,名詞,レール,13,11
1462,名詞,一方,13,11
1463,名詞,作動,13,11
1464,名詞,器具,13,11
1465,名詞,節,13,11
1466,名詞,草,13,11
1467,名詞,かかと,12,11
1468,名詞,オフェンス,12,11
1469,名詞,タイム,12,11
1470,名詞,両側,12,11
1471,名詞,人工,12,11
1472,名詞,具,12,11
1473,名詞,再開,12,11
1474,名詞,出入口,12,11
1475,名詞,手押し,12,11
1476,名詞,液,12,11
1477,名詞,脊髄,12,11
1478,名詞,補給,12,11
1479,名詞,路上,12,11
1480,動詞,跳ね上がる,12,11
1481,名詞,ｋｍ,12,11
1482,名詞,あご,11,11
1483,動詞,うつぶせる,11,11
1484,動詞,かわす,11,11
1485,名詞,しびれ,11,11
1486,名詞,それぞれ,11,11
1487,動詞,はじく,11,11
1488,名詞,ふく,11,11
1489,動詞,まわる,11,11
1490,名詞,ダンス,11,11
1491,名詞,ハンド,11,11
1492,名詞,バレー,11,11
1493,名詞,フットサル,11,11
1494,名詞,ベースボール,11,11
1495,動詞,丸める,11,11
1496,動詞,乗り出す,11,11
1497,名詞,付き,11,11
1498,名詞,会話,11,11
1499,動詞,伴う,11,11
1500,名詞,公式,11,11
1501,名詞,利用,11,11
1502,名詞,前向き,11,11
1503,動詞,割る,11,11
1504,名詞,午睡,11,11
1505,形容詞,危ない,11,11
1506,名詞,地上,11,11
1507,名詞,太もも,11,11
1508,名詞,宙,11,11
1509,名詞,家,11,11
1510,動詞,崩れ落ちる,11,11
1511,名詞,工作,11,11
1512,動詞,引っかける,11,11
1513,名詞,当番,11,11
1514,名詞,患部,11,11
1515,名詞,態度,11,11
1516,名詞,振盪,11,11
1517,名詞,整備,11,11
1518,名詞,木工,11,11
1519,名詞,梗塞,11,11
1520,名詞,横断,11,11
1521,名詞,残り,11,11
1522,名詞,畑,11,11
1523,名詞,発表,11,11
1524,名詞,眉毛,11,11
1525,名詞,真似,11,11
1526,名詞,稽古,11,11
1527,名詞,籠,11,11
1528,動詞,考える,11,11
1529,名詞,脇腹,11,11
1530,動詞,裂ける,11,11
1531,名詞,角膜,11,11
1532,動詞,触る,11,11
1533,名詞,貫通,11,11
1534,動詞,近寄る,11,11
1535,動詞,逃げ込む,11,11
1536,名詞,通過,11,11
1537,形容詞,速い,11,11
1538,名詞,進行,11,11
1539,名詞,電気,11,11
1540,名詞,アルコール,24,10
1541,名詞,ローラー,19,10
1542,名詞,丸,18,10
1543,名詞,車椅子,18,10
1544,名詞,針金,17,10
1545,名詞,テント,16,10
1546,名詞,糸,15,10
1547,名詞,グレーチング,14,10
1548,動詞,巻く,14,10
1549,名詞,朝礼,14,10
1550,名詞,マンション,13,10
1551,名詞,天井,13,10
1552,名詞,水分,13,10
1553,名詞,紐,13,10
1554,名詞,荷台,13,10
1555,名詞,防火,13,10
1556,名詞,A,12,10
1557,名詞,マッチ,12,10
1558,名詞,介助,12,10
1559,名詞,手袋,12,10
1560,動詞,掛かる,12,10
1561,名詞,教卓,12,10
1562,動詞,曲げる,12,10
1563,名詞,玩具,12,10
1564,名詞,秒,12,10
1565,名詞,電動,12,10
1566,動詞,くぐる,11,10
1567,名詞,事故,11,10
1568,名詞,動作,11,10
1569,動詞,咬む,11,10
1570,名詞,寄宿舎,11,10
1571,名詞,審判,11,10
1572,名詞,広場,11,10
1573,名詞,手洗い,11,10
1574,名詞,水飲み,11,10
1575,名詞,沿い,11,10
1576,動詞,滑り込む,11,10
1577,名詞,照明,11,10
1578,動詞,結ぶ,11,10
1579,形容詞,苦しい,11,10
1580,名詞,虫,11,10
1581,形容詞,赤い,11,10
1582,名詞,返却,11,10
1583,名詞,隊,11,10
1584,動詞,飛び散る,11,10
1585,名詞,飛び込み台,11,10
1586,動詞,飲む,11,10
1587,名詞,鼻血,11,10
1588,名詞,km,10,10
1589,動詞,こする,10,10
1590,名詞,ざま,10,10
1591,名詞,その間,10,10
1592,動詞,つかまえる,10,10
1593,動詞,はぐ,10,10
1594,動詞,はねる,10,10
1595,名詞,ふり,10,10
1596,名詞,アメリカンフットボール,10,10
1597,名詞,カーテン,10,10
1598,名詞,センチ,10,10
1599,名詞,デッドボール,10,10
1600,名詞,レクリエーション,10,10
1601,名詞,上り,10,10
1602,動詞,下げる,10,10
1603,名詞,下腹部,10,10
1604,名詞,不要,10,10
1605,名詞,予選,10,10
1606,名詞,二塁,10,10
1607,名詞,交流,10,10
1608,動詞,付ける,10,10
1609,名詞,判断,10,10
1610,名詞,判明,10,10
1611,動詞,取り出す,10,10
1612,動詞,取り合う,10,10
1613,名詞,右前,10,10
1614,名詞,団体,10,10
1615,名詞,壊死,10,10
1616,名詞,夜,10,10
1617,名詞,大量,10,10
1618,名詞,奥,10,10
1619,名詞,対戦,10,10
1620,名詞,尺,10,10
1621,名詞,帯,10,10
1622,名詞,床の間,10,10
1623,名詞,強化,10,10
1624,名詞,後衛,10,10
1625,名詞,息,10,10
1626,名詞,技術,10,10
1627,動詞,投げつける,10,10
1628,動詞,揺れる,10,10
1629,名詞,新体操,10,10
1630,動詞,決める,10,10
1631,名詞,片手,10,10
1632,名詞,登,10,10
1633,名詞,登り,10,10
1634,名詞,監督,10,10
1635,名詞,砂利,10,10
1636,名詞,空振り,10,10
1637,名詞,突っ込み,10,10
1638,名詞,背面,10,10
1639,動詞,脱ぐ,10,10
1640,形容詞,良い,10,10
1641,動詞,覚える,10,10
1642,名詞,解析,10,10
1643,名詞,試験,10,10
1644,名詞,返事,10,10
1645,名詞,選択,10,10
1646,名詞,陰,10,10
1647,名詞,頬骨,10,10
1648,名詞,ハンマー,17,9
1649,名詞,砲丸,17,9
1650,名詞,缶,16,9
1651,名詞,油,15,9
1652,名詞,先輩,13,9
1653,名詞,剤,13,9
1654,名詞,皿,13,9
1655,名詞,おもちゃ,12,9
1656,名詞,シャープペンシル,12,9
1657,名詞,テーブル,12,9
1658,名詞,自動,12,9
1659,動詞,降ろす,12,9
1660,名詞,ノッカー,11,9
1661,名詞,交換,11,9
1662,名詞,暴行,11,9
1663,名詞,本棚,11,9
1664,名詞,用水路,11,9
1665,名詞,．,11,9
1666,名詞,50,10,9
1667,動詞,かばう,10,9
1668,動詞,させる,10,9
1669,名詞,グラブ,10,9
1670,名詞,マスク,10,9
1671,名詞,処理,10,9
1672,動詞,取り付ける,10,9
1673,名詞,寮,10,9
1674,名詞,屋上,10,9
1675,名詞,正門,10,9
1676,動詞,熱す,10,9
1677,名詞,社会,10,9
1678,名詞,空手,10,9
1679,動詞,絞める,10,9
1680,名詞,芯,10,9
1681,名詞,落ち葉,10,9
1682,名詞,講堂,10,9
1683,動詞,走り込む,10,9
1684,名詞,軸,10,9
1685,名詞,鉄板,10,9
1686,名詞,30,9,9
1687,名詞,70,9,9
1688,動詞,あおる,9,9
1689,動詞,あがる,9,9
1690,形容詞,おかしい,9,9
1691,動詞,かかえる,9,9
1692,名詞,かくれんぼ,9,9
1693,動詞,こぐ,9,9
1694,動詞,すれ違う,9,9
1695,動詞,つかみ合う,9,9
1696,形容詞,よい,9,9
1697,名詞,ん,9,9
1698,名詞,アタック,9,9
1699,名詞,上口,9,9
1700,名詞,下方,9,9
1701,名詞,中学校,9,9
1702,動詞,促す,9,9
1703,名詞,前かがみ,9,9
1704,名詞,各自,9,9
1705,名詞,同様,9,9
1706,動詞,含む,9,9
1707,名詞,壁際,9,9
1708,名詞,委員,9,9
1709,動詞,寝る,9,9
1710,名詞,対抗,9,9
1711,名詞,工業,9,9
1712,名詞,左折,9,9
1713,名詞,差,9,9
1714,形容詞,広い,9,9
1715,名詞,懸垂,9,9
1716,名詞,打ち,9,9
1717,動詞,擦る,9,9
1718,名詞,擦過傷,9,9
1719,名詞,新人,9,9
1720,名詞,早朝,9,9
1721,名詞,最終,9,9
1722,名詞,根元,9,9
1723,名詞,格技,9,9
1724,名詞,歯槽,9,9
1725,名詞,歯肉,9,9
1726,名詞,歳児,9,9
1727,動詞,気がつく,9,9
1728,名詞,消失,9,9
1729,形容詞,狭い,9,9
1730,名詞,眼科,9,9
1731,名詞,窓際,9,9
1732,名詞,筋力,9,9
1733,動詞,答える,9,9
1734,動詞,繰り返す,9,9
