全体順位,語1,語1品詞,語2,語2品詞,共起事例数,共起事例率（％）,語1出現事例数,語2出現事例数,対象事例数
447,する,動詞,終了,名詞,248,3.2283,6712,271,7682
448,バランス,名詞,際,名詞,248,3.2283,534,3015,7682
449,治療,名詞,際,名詞,248,3.2283,372,3015,7682
450,いる,動詞,右手,名詞,247,3.2153,5314,347,7682
451,する,動詞,左手,名詞,247,3.2153,6712,266,7682
452,ボール,名詞,蹴る,動詞,247,3.2153,1623,400,7682
453,強打,名詞,顔面,名詞,247,3.2153,810,1039,7682
454,活動,名詞,負傷,名詞,247,3.2153,1104,1632,7682
455,ある,動詞,中,名詞,245,3.1893,551,4291,7682
456,いる,動詞,頭,名詞,245,3.1893,5314,355,7682
457,ため,名詞,転倒,名詞,245,3.1893,1266,1254,7682
458,ところ,名詞,体育,名詞,245,3.1893,1929,891,7682
459,ボール,名詞,場,名詞,245,3.1893,1623,886,7682
460,崩す,動詞,際,名詞,245,3.1893,518,3015,7682
461,相手,名詞,眼,名詞,245,3.1893,908,1473,7682
462,打球,名詞,練習,名詞,244,3.1763,352,2068,7682
463,する,動詞,性,名詞,243,3.1632,6712,252,7682
464,する,動詞,選手,名詞,243,3.1632,6712,271,7682
465,ところ,名詞,活動,名詞,243,3.1632,1929,1104,7682
466,児童,名詞,右,名詞,243,3.1632,1055,1550,7682
467,生徒,名詞,行う,動詞,243,3.1632,2296,601,7682
468,生徒,名詞,運動,名詞,243,3.1632,2296,809,7682
469,足,名詞,転倒,名詞,243,3.1632,667,1254,7682
470,いる,動詞,バッティング,名詞,241,3.1372,5314,279,7682
471,いる,動詞,頭部,名詞,241,3.1372,5314,373,7682
472,する,動詞,られる,動詞,241,3.1372,6712,287,7682
473,する,動詞,切る,動詞,241,3.1372,6712,303,7682
474,する,動詞,残存,名詞,241,3.1372,6712,241,7682
475,倒れる,動詞,際,名詞,241,3.1372,612,3015,7682
476,右,名詞,相手,名詞,241,3.1372,1550,908,7682
477,場,名詞,当たる,動詞,241,3.1372,886,1708,7682
478,残る,動詞,負傷,名詞,241,3.1372,797,1632,7682
479,いる,動詞,室,名詞,240,3.1242,5314,323,7682
480,する,動詞,飛ぶ,動詞,240,3.1242,6712,274,7682
481,中,名詞,投げる,動詞,240,3.1242,4291,403,7682
482,する,動詞,衝突,名詞,239,3.1112,6712,239,7682
483,ボール,名詞,直撃,名詞,239,3.1112,1623,488,7682
484,中,名詞,受診,名詞,239,3.1112,4291,279,7682
485,直撃,名詞,眼,名詞,239,3.1112,488,1473,7682
486,いる,動詞,手術,名詞,238,3.0982,5314,335,7682
487,強打,名詞,部,名詞,238,3.0982,810,2321,7682
488,時,名詞,際,名詞,238,3.0982,753,3015,7682
489,上,名詞,際,名詞,237,3.0851,541,3015,7682
490,いる,動詞,打球,名詞,236,3.0721,5314,352,7682
491,いる,動詞,膝,名詞,236,3.0721,5314,358,7682
492,とき,名詞,ボール,名詞,236,3.0721,1108,1623,7682
493,ボール,名詞,顔面,名詞,236,3.0721,1623,1039,7682
494,中,名詞,性,名詞,236,3.0721,4291,252,7682
495,当たる,動詞,打つ,動詞,236,3.0721,1708,835,7682
496,する,動詞,接触,名詞,235,3.0591,6712,239,7682
497,場,名詞,左,名詞,235,3.0591,886,1470,7682
498,サッカー,名詞,部,名詞,234,3.0461,463,2321,7682
499,ボール,名詞,他,名詞,234,3.0461,1623,1224,7682
500,場,名詞,眼,名詞,234,3.0461,886,1473,7682
501,直撃,名詞,部,名詞,234,3.0461,488,2321,7682
502,する,動詞,指,名詞,233,3.0331,6712,254,7682
503,する,動詞,部分,名詞,233,3.0331,6712,259,7682
504,中,名詞,残存,名詞,233,3.0331,4291,241,7682
505,右,名詞,場,名詞,233,3.0331,1550,886,7682
506,残る,動詞,治療,名詞,233,3.0331,797,372,7682
507,いる,動詞,こと,名詞,232,3.02,5314,305,7682
508,する,動詞,学校,名詞,232,3.02,6712,278,7682
509,する,動詞,肘,名詞,232,3.02,6712,246,7682
510,残る,動詞,生徒,名詞,232,3.02,797,2296,7682
511,いる,動詞,入る,動詞,230,2.994,5314,306,7682
512,する,動詞,外,名詞,229,2.981,6712,241,7682
513,受ける,動詞,練習,名詞,229,2.981,749,2068,7682
514,中,名詞,地面,名詞,228,2.968,4291,429,7682
515,いる,動詞,落ちる,動詞,227,2.955,5314,300,7682
516,する,動詞,球,名詞,227,2.955,6712,235,7682
517,する,動詞,近く,名詞,227,2.955,6712,254,7682
518,ボール,名詞,運動,名詞,227,2.955,1623,809,7682
519,中,名詞,蹴る,動詞,227,2.955,4291,400,7682
520,前歯,名詞,部,名詞,227,2.955,750,2321,7682
521,練習,名詞,行う,動詞,227,2.955,2068,601,7682
522,中,名詞,床,名詞,226,2.9419,4291,465,7682
523,受ける,動詞,負傷,名詞,226,2.9419,749,1632,7682
524,する,動詞,ガラス,名詞,225,2.9289,6712,254,7682
525,前,名詞,際,名詞,225,2.9289,588,3015,7682
526,搬送,名詞,際,名詞,225,2.9289,414,3015,7682
527,行う,動詞,部,名詞,225,2.9289,601,2321,7682
528,いる,動詞,飛ぶ,動詞,224,2.9159,5314,274,7682
529,ため,名詞,左,名詞,224,2.9159,1266,1470,7682
530,とき,名詞,負傷,名詞,224,2.9159,1108,1632,7682
531,ところ,名詞,場,名詞,224,2.9159,1929,886,7682
532,床,名詞,際,名詞,224,2.9159,465,3015,7682
533,いる,動詞,３,名詞,223,2.9029,5314,303,7682
534,くる,動詞,部,名詞,223,2.9029,697,2321,7682
535,する,動詞,付近,名詞,223,2.9029,6712,245,7682
536,いる,動詞,近く,名詞,222,2.8899,5314,254,7682
537,いる,動詞,１,名詞,222,2.8899,5314,296,7682
538,児童,名詞,左,名詞,222,2.8899,1055,1470,7682
539,救急,名詞,際,名詞,222,2.8899,416,3015,7682
540,する,動詞,せる,動詞,221,2.8769,6712,248,7682
541,中,名詞,頭,名詞,221,2.8769,4291,355,7682
542,前歯,名詞,生徒,名詞,221,2.8769,750,2296,7682
543,右,名詞,試合,名詞,221,2.8769,1550,965,7682
544,いる,動詞,取る,動詞,220,2.8638,5314,321,7682
545,サッカー,名詞,生徒,名詞,220,2.8638,463,2296,7682
546,バッティング,名詞,練習,名詞,220,2.8638,279,2068,7682
547,児童,名詞,時間,名詞,220,2.8638,1055,822,7682
548,左,名詞,運動,名詞,220,2.8638,1470,809,7682
549,救急,名詞,車,名詞,220,2.8638,416,268,7682
550,時,名詞,生徒,名詞,220,2.8638,753,2296,7682
551,とき,名詞,当たる,動詞,219,2.8508,1108,1708,7682
552,する,動詞,機能,名詞,218,2.8378,6712,222,7682
553,とき,名詞,右,名詞,218,2.8378,1108,1550,7682
554,ぶつかる,動詞,際,名詞,218,2.8378,534,3015,7682
555,残る,動詞,眼,名詞,218,2.8378,797,1473,7682
556,生徒,名詞,転倒,名詞,218,2.8378,2296,1254,7682
557,眼,名詞,運動,名詞,218,2.8378,1473,809,7682
558,ため,名詞,右,名詞,217,2.8248,1266,1550,7682
559,バランス,名詞,転倒,名詞,217,2.8248,534,1254,7682
560,受ける,動詞,生徒,名詞,217,2.8248,749,2296,7682
561,生徒,名詞,蹴る,動詞,217,2.8248,2296,400,7682
562,ボール,名詞,体育,名詞,216,2.8118,1623,891,7682
563,児童,名詞,眼,名詞,216,2.8118,1055,1473,7682
564,受ける,動詞,場,名詞,216,2.8118,749,886,7682
565,受ける,動詞,運動,名詞,216,2.8118,749,809,7682
566,左,名詞,試合,名詞,216,2.8118,1470,965,7682
567,当たる,動詞,運動,名詞,216,2.8118,1708,809,7682
568,相手,名詞,負傷,名詞,216,2.8118,908,1632,7682
569,走る,動詞,転倒,名詞,216,2.8118,704,1254,7682
570,とき,名詞,際,名詞,215,2.7988,1108,3015,7682
571,教室,名詞,際,名詞,215,2.7988,580,3015,7682
572,ため,名詞,他,名詞,214,2.7857,1266,1224,7682
573,中,名詞,教室,名詞,214,2.7857,4291,580,7682
574,右,名詞,野球,名詞,214,2.7857,1550,702,7682
575,後,名詞,終了,名詞,214,2.7857,788,271,7682
576,いる,動詞,受診,名詞,213,2.7727,5314,279,7682
577,ところ,名詞,試合,名詞,213,2.7727,1929,965,7682
578,場,名詞,負傷,名詞,213,2.7727,886,1632,7682
579,する,動詞,登校,名詞,211,2.7467,6712,234,7682
580,する,動詞,額,名詞,211,2.7467,6712,262,7682
581,れる,動詞,転倒,名詞,211,2.7467,1340,1254,7682
582,後,名詞,授業,名詞,211,2.7467,788,990,7682
583,打球,名詞,部,名詞,211,2.7467,352,2321,7682
584,授業,名詞,負傷,名詞,211,2.7467,990,1632,7682
585,遊ぶ,動詞,際,名詞,211,2.7467,545,3015,7682
586,崩す,動詞,転倒,名詞,210,2.7337,518,1254,7682
587,いる,動詞,切る,動詞,209,2.7206,5314,303,7682
588,くる,動詞,ところ,名詞,209,2.7206,697,1929,7682
589,する,動詞,体,名詞,209,2.7206,6712,231,7682
590,れる,動詞,場,名詞,209,2.7206,1340,886,7682
591,体育館,名詞,部,名詞,209,2.7206,562,2321,7682
592,右,名詞,運動,名詞,209,2.7206,1550,809,7682
593,いる,動詞,落下,名詞,208,2.7076,5314,282,7682
594,する,動詞,意識,名詞,208,2.7076,6712,227,7682
595,ところ,名詞,後,名詞,208,2.7076,1929,788,7682
596,中,名詞,選手,名詞,208,2.7076,4291,271,7682
597,他,名詞,時間,名詞,208,2.7076,1224,822,7682
598,前歯,名詞,当たる,動詞,208,2.7076,750,1708,7682
599,受ける,動詞,受診,名詞,208,2.7076,749,279,7682
600,際,名詞,骨折,名詞,208,2.7076,3015,389,7682
601,いる,動詞,状態,名詞,207,2.6946,5314,295,7682
602,かける,動詞,する,動詞,207,2.6946,241,6712,7682
603,ところ,名詞,打つ,動詞,207,2.6946,1929,835,7682
604,中,名詞,機能,名詞,207,2.6946,4291,222,7682
605,受ける,動詞,左,名詞,207,2.6946,749,1470,7682
606,受ける,動詞,活動,名詞,207,2.6946,749,1104,7682
607,いる,動詞,つく,動詞,206,2.6816,5314,291,7682
608,ため,名詞,とき,名詞,206,2.6816,1266,1108,7682
609,ところ,名詞,走る,動詞,206,2.6816,1929,704,7682
610,場,名詞,野球,名詞,206,2.6816,886,702,7682
611,歯,名詞,際,名詞,206,2.6816,498,3015,7682
612,いる,動詞,行く,動詞,205,2.6686,5314,319,7682
613,れる,動詞,治療,名詞,205,2.6686,1340,372,7682
614,れる,動詞,活動,名詞,205,2.6686,1340,1104,7682
615,体育,名詞,練習,名詞,205,2.6686,891,2068,7682
616,相手,名詞,選手,名詞,205,2.6686,908,271,7682
617,いる,動詞,瘢痕,名詞,204,2.6556,5314,284,7682
618,中,名詞,車,名詞,204,2.6556,4291,268,7682
619,中,名詞,頭部,名詞,204,2.6556,4291,373,7682
620,いる,動詞,歩く,動詞,203,2.6425,5314,221,7682
621,する,動詞,顎,名詞,203,2.6425,6712,224,7682
622,ところ,名詞,強打,名詞,203,2.6425,1929,810,7682
623,れる,動詞,後,名詞,203,2.6425,1340,788,7682
624,右,名詞,授業,名詞,203,2.6425,1550,990,7682
625,くる,動詞,ボール,名詞,202,2.6295,697,1623,7682
626,ところ,名詞,友人,名詞,202,2.6295,1929,691,7682
627,ところ,名詞,運動,名詞,202,2.6295,1929,809,7682
628,なる,動詞,左,名詞,202,2.6295,1043,1470,7682
629,下校,名詞,中,名詞,202,2.6295,281,4291,7682
630,中,名詞,膝,名詞,202,2.6295,4291,358,7682
631,加える,動詞,歯科,名詞,202,2.6295,212,204,7682
632,搬送,名詞,残る,動詞,202,2.6295,414,797,7682
633,搬送,名詞,部,名詞,202,2.6295,414,2321,7682
634,いる,動詞,障害,名詞,201,2.6165,5314,341,7682
635,休憩,名詞,際,名詞,201,2.6165,433,3015,7682
636,加える,動詞,補綴,名詞,201,2.6165,212,201,7682
637,歯科,名詞,補綴,名詞,201,2.6165,204,201,7682
638,治療,名詞,部,名詞,201,2.6165,372,2321,7682
639,試合,名詞,負傷,名詞,201,2.6165,965,1632,7682
640,ある,動詞,際,名詞,200,2.6035,551,3015,7682
641,いる,動詞,出る,動詞,200,2.6035,5314,286,7682
642,くる,動詞,当たる,動詞,200,2.6035,697,1708,7682
643,する,動詞,加える,動詞,200,2.6035,6712,212,7682
644,する,動詞,折,名詞,200,2.6035,6712,203,7682
645,ところ,名詞,足,名詞,200,2.6035,1929,667,7682
646,中,名詞,加える,動詞,200,2.6035,4291,212,7682
647,残る,動詞,練習,名詞,200,2.6035,797,2068,7682
648,ため,名詞,後,名詞,199,2.5905,1266,788,7682
649,打球,名詞,野球,名詞,199,2.5905,352,702,7682
650,救急,名詞,残る,動詞,199,2.5905,416,797,7682
651,際,名詞,顔,名詞,199,2.5905,3015,451,7682
652,いる,動詞,られる,動詞,198,2.5775,5314,287,7682
653,いる,動詞,部分,名詞,198,2.5775,5314,259,7682
654,バスケットボール,名詞,中,名詞,198,2.5775,273,4291,7682
655,体育,名詞,負傷,名詞,198,2.5775,891,1632,7682
656,体育,名詞,運動,名詞,198,2.5775,891,809,7682
657,体育館,名詞,練習,名詞,198,2.5775,562,2068,7682
658,口,名詞,際,名詞,198,2.5775,490,3015,7682
659,場,名詞,活動,名詞,198,2.5775,886,1104,7682
660,左,名詞,授業,名詞,198,2.5775,1470,990,7682
661,投げる,動詞,生徒,名詞,198,2.5775,403,2296,7682
662,負傷,名詞,運動,名詞,198,2.5775,1632,809,7682
663,2,名詞,する,動詞,197,2.5644,217,6712,7682
664,する,動詞,目,名詞,197,2.5644,6712,215,7682
665,よう,名詞,中,名詞,197,2.5644,366,4291,7682
666,倒れる,動詞,生徒,名詞,197,2.5644,612,2296,7682
667,前歯,名詞,練習,名詞,197,2.5644,750,2068,7682
668,左,名詞,相手,名詞,197,2.5644,1470,908,7682
669,救急,名詞,部,名詞,197,2.5644,416,2321,7682
670,しまう,動詞,生徒,名詞,196,2.5514,717,2296,7682
671,ぶつける,動詞,際,名詞,196,2.5514,422,3015,7682
672,受ける,動詞,右,名詞,196,2.5514,749,1550,7682
673,打球,名詞,眼,名詞,196,2.5514,352,1473,7682
674,する,動詞,準備,名詞,195,2.5384,6712,218,7682
675,中,名詞,２,名詞,195,2.5384,4291,389,7682
676,体育,名詞,体育館,名詞,195,2.5384,891,562,7682
677,右,名詞,打つ,動詞,195,2.5384,1550,835,7682
678,右,名詞,時間,名詞,195,2.5384,1550,822,7682
679,地面,名詞,際,名詞,195,2.5384,429,3015,7682
680,残る,動詞,瘢痕,名詞,195,2.5384,797,284,7682
681,いる,動詞,終了,名詞,194,2.5254,5314,271,7682
682,する,動詞,失う,動詞,194,2.5254,6712,212,7682
683,ため,名詞,当たる,動詞,194,2.5254,1266,1708,7682
684,ため,名詞,活動,名詞,194,2.5254,1266,1104,7682
685,とき,名詞,左,名詞,194,2.5254,1108,1470,7682
686,とき,名詞,眼,名詞,194,2.5254,1108,1473,7682
687,中,名詞,歯科,名詞,194,2.5254,4291,204,7682
688,人,名詞,生徒,名詞,194,2.5254,451,2296,7682
689,前,名詞,生徒,名詞,194,2.5254,588,2296,7682
690,左,名詞,転倒,名詞,194,2.5254,1470,1254,7682
691,時,名詞,時間,名詞,194,2.5254,753,822,7682
692,中,名詞,補綴,名詞,193,2.5124,4291,201,7682
693,前歯,名詞,顔面,名詞,193,2.5124,750,1039,7682
694,当たる,動詞,授業,名詞,193,2.5124,1708,990,7682
695,授業,名詞,運動,名詞,193,2.5124,990,809,7682
696,いる,動詞,せる,動詞,192,2.4993,5314,248,7682
697,する,動詞,歯科,名詞,192,2.4993,6712,204,7682
698,れる,動詞,児童,名詞,192,2.4993,1340,1055,7682
699,他,名詞,場,名詞,192,2.4993,1224,886,7682
700,倒れる,動詞,部,名詞,192,2.4993,612,2321,7682
701,当たる,動詞,顔面,名詞,192,2.4993,1708,1039,7682
702,搬送,名詞,治療,名詞,192,2.4993,414,372,7682
703,いる,動詞,額,名詞,191,2.4863,5314,262,7682
704,ボール,名詞,受ける,動詞,191,2.4863,1623,749,7682
705,中,名詞,滑る,動詞,191,2.4863,4291,388,7682
706,体育,名詞,当たる,動詞,191,2.4863,891,1708,7682
707,いる,動詞,球,名詞,190,2.4733,5314,235,7682
708,れる,動詞,ボール,名詞,190,2.4733,1340,1623,7682
709,バッティング,名詞,中,名詞,190,2.4733,279,4291,7682
710,いる,動詞,左手,名詞,189,2.4603,5314,266,7682
711,しまう,動詞,ところ,名詞,189,2.4603,717,1929,7682
712,する,動詞,前方,名詞,189,2.4603,6712,211,7682
713,する,動詞,補綴,名詞,189,2.4603,6712,201,7682
714,する,動詞,負う,動詞,189,2.4603,6712,234,7682
715,する,動詞,鬼ごっこ,名詞,189,2.4603,6712,191,7682
716,ところ,名詞,相手,名詞,189,2.4603,1929,908,7682
717,れる,動詞,倒れる,動詞,189,2.4603,1340,612,7682
718,れる,動詞,車,名詞,189,2.4603,1340,268,7682
719,他,名詞,授業,名詞,189,2.4603,1224,990,7682
720,後,名詞,練習,名詞,189,2.4603,788,2068,7682
721,する,動詞,歩く,動詞,188,2.4473,6712,221,7682
722,ぶつける,動詞,中,名詞,188,2.4473,422,4291,7682
723,れる,動詞,授業,名詞,188,2.4473,1340,990,7682
724,ボール,名詞,授業,名詞,188,2.4473,1623,990,7682
725,搬送,名詞,車,名詞,188,2.4473,414,268,7682
726,救急,名詞,治療,名詞,188,2.4473,416,372,7682
727,眼,名詞,蹴る,動詞,188,2.4473,1473,400,7682
728,いる,動詞,性,名詞,187,2.4343,5314,252,7682
729,ため,名詞,顔面,名詞,187,2.4343,1266,1039,7682
730,中,名詞,遊ぶ,動詞,187,2.4343,4291,545,7682
731,いる,動詞,病院,名詞,186,2.4212,5314,263,7682
732,する,動詞,バット,名詞,186,2.4212,6712,208,7682
733,ところ,名詞,倒れる,動詞,186,2.4212,1929,612,7682
734,ところ,名詞,教室,名詞,186,2.4212,1929,580,7682
735,中,名詞,人,名詞,186,2.4212,4291,451,7682
736,運動,名詞,野球,名詞,186,2.4212,809,702,7682
737,いる,動詞,自転車,名詞,185,2.4082,5314,393,7682
738,いる,動詞,車,名詞,185,2.4082,5314,268,7682
739,する,動詞,出血,名詞,185,2.4082,6712,191,7682
740,する,動詞,自分,名詞,185,2.4082,6712,216,7682
741,サッカー,名詞,蹴る,動詞,185,2.4082,463,400,7682
742,サッカー,名詞,際,名詞,185,2.4082,463,3015,7682
743,中,名詞,取る,動詞,185,2.4082,4291,321,7682
744,手術,名詞,際,名詞,185,2.4082,335,3015,7682
745,左,名詞,打つ,動詞,184,2.3952,1470,835,7682
746,当たる,動詞,負傷,名詞,184,2.3952,1708,1632,7682
747,いる,動詞,鬼ごっこ,名詞,183,2.3822,5314,191,7682
748,れる,動詞,運動,名詞,183,2.3822,1340,809,7682
749,中,名詞,右手,名詞,183,2.3822,4291,347,7682
750,中,名詞,外傷,名詞,183,2.3822,4291,193,7682
751,強打,名詞,練習,名詞,183,2.3822,810,2068,7682
752,授業,名詞,残る,動詞,183,2.3822,990,797,7682
753,残る,動詞,障害,名詞,183,2.3822,797,341,7682
754,くる,動詞,練習,名詞,182,2.3692,697,2068,7682
755,する,動詞,外傷,名詞,182,2.3692,6712,193,7682
756,なる,動詞,右,名詞,182,2.3692,1043,1550,7682
757,強い,形容詞,生徒,名詞,182,2.3692,577,2296,7682
758,当たる,動詞,投げる,動詞,182,2.3692,1708,403,7682
759,当たる,動詞,蹴る,動詞,182,2.3692,1708,400,7682
760,いる,動詞,頬,名詞,181,2.3562,5314,249,7682
761,する,動詞,ｍ,名詞,181,2.3562,6712,202,7682
762,ところ,名詞,残る,動詞,181,2.3562,1929,797,7682
763,試合,名詞,選手,名詞,181,2.3562,965,271,7682
764,いる,動詞,ふざける,動詞,180,2.3431,5314,217,7682
765,する,動詞,頬,名詞,180,2.3431,6712,249,7682
766,なる,動詞,他,名詞,180,2.3431,1043,1224,7682
767,ボール,名詞,前歯,名詞,180,2.3431,1623,750,7682
768,友人,名詞,時間,名詞,180,2.3431,691,822,7682
769,口,名詞,生徒,名詞,180,2.3431,490,2296,7682
770,滑る,動詞,際,名詞,180,2.3431,388,3015,7682
771,いる,動詞,バスケットボール,名詞,179,2.3301,5314,273,7682
772,くる,動詞,他,名詞,179,2.3301,697,1224,7682
773,れる,動詞,時間,名詞,179,2.3301,1340,822,7682
774,サッカー,名詞,当たる,動詞,179,2.3301,463,1708,7682
775,受ける,動詞,手術,名詞,179,2.3301,749,335,7682
776,投げる,動詞,眼,名詞,179,2.3301,403,1473,7682
777,折,名詞,破る,動詞,179,2.3301,203,179,7682
778,膝,名詞,際,名詞,179,2.3301,358,3015,7682
779,いる,動詞,指,名詞,178,2.3171,5314,254,7682
780,しまう,動詞,部,名詞,178,2.3171,717,2321,7682
781,れる,動詞,顔面,名詞,178,2.3171,1340,1039,7682
782,受診,名詞,際,名詞,178,2.3171,279,3015,7682
783,地面,名詞,転倒,名詞,178,2.3171,429,1254,7682
784,当たる,動詞,打球,名詞,178,2.3171,1708,352,7682
785,時間,名詞,生徒,名詞,178,2.3171,822,2296,7682
786,いる,動詞,準備,名詞,177,2.3041,5314,218,7682
787,する,動詞,破る,動詞,177,2.3041,6712,179,7682
788,とき,名詞,転倒,名詞,177,2.3041,1108,1254,7682
789,中,名詞,状態,名詞,177,2.3041,4291,295,7682
790,体育,名詞,右,名詞,177,2.3041,891,1550,7682
791,体育,名詞,左,名詞,177,2.3041,891,1470,7682
792,前歯,名詞,本,名詞,177,2.3041,750,397,7682
793,前歯,名詞,転倒,名詞,177,2.3041,750,1254,7682
794,口,名詞,部,名詞,177,2.3041,490,2321,7682
795,1,名詞,する,動詞,176,2.2911,190,6712,7682
796,いる,動詞,バット,名詞,176,2.2911,5314,208,7682
