前件,後件,項目数,共起事例数,支持度,信頼度,lift
場合別1=通学中,場合別2=登校（登園）中 | 被災学校種=高,3,148,0.019265816193699558,0.25084745762711863,13.020338983050847
場合別2=登校（登園）中 | 被災学校種=高,場合別1=通学中,3,148,0.019265816193699558,1.0,13.020338983050847
場合別2=下校（降園）中 | 通学方法=徒歩,場合別1=通学中,3,147,0.019135641759958345,1.0,13.020338983050847
被災学校種=小 | 通学方法=徒歩,場合別1=通学中,3,147,0.019135641759958345,1.0,13.020338983050847
場合別2=下校（降園）中 | 被災学校種=高,場合別1=通学中,3,137,0.01783389742254621,1.0,13.020338983050847
性別=女 | 通学方法=自転車,場合別1=通学中,3,129,0.016792501952616504,1.0,13.020338983050847
場合別1=通学中,性別=男 | 通学方法=徒歩,3,125,0.016271804217651654,0.211864406779661,13.020338983050847
性別=男 | 通学方法=徒歩,場合別1=通学中,3,125,0.016271804217651654,1.0,13.020338983050847
場合別2=下校（降園）中 | 性別=女,場合別1=通学中,3,114,0.014839885446498308,1.0,13.020338983050847
場合別2=下校（降園）中 | 被災学年=1,場合別1=通学中,3,112,0.014579536579015881,1.0,13.020338983050847
場合別2=下校（降園）中 | 被災学校種=小,場合別1=通学中,3,110,0.014319187711533454,1.0,13.020338983050847
被災学年=2 | 通学方法=自転車,場合別1=通学中,3,108,0.014058838844051028,1.0,13.020338983050847
場合別2=下校（降園）中 | 被災学年=2,場合別1=通学中,3,100,0.013017443374121323,1.0,13.020338983050847
場合別2=登校（登園）中 | 性別=女,場合別1=通学中,3,100,0.013017443374121323,1.0,13.020338983050847
場合別2=登校（登園）中 | 被災学年=1,場合別1=通学中,3,95,0.012366571205415256,1.0,13.020338983050847
和暦=令和 | 通学方法=自転車,場合別1=通学中,3,84,0.01093465243426191,1.0,13.020338983050847
被災学校種=中 | 通学方法=自転車,場合別1=通学中,3,82,0.010674303566779484,1.0,13.020338983050847
被災学年=3 | 通学方法=自転車,場合別1=通学中,3,80,0.010413954699297057,1.0,13.020338983050847
性別=女 | 通学方法=徒歩,場合別1=通学中,3,77,0.010023431398073419,1.0,13.020338983050847
通学方法=自転車,場合別1=通学中 | 発生場所1=学校外（園外）,3,355,0.046211923978130696,0.9971910112359551,13.00580874077183
場合別1=通学中 | 発生場所1=学校外（園外）,通学方法=自転車,3,355,0.046211923978130696,0.6027164685908319,13.005808740771828
場合別2=下校（降園）中,場合別1=通学中 | 発生場所1=学校外（園外）,3,318,0.0413954699297058,0.9968652037617555,13.001559414767073
場合別1=通学中 | 発生場所1=学校外（園外）,場合別2=下校（降園）中,3,318,0.0413954699297058,0.5398981324278438,13.001559414767073
通学方法=自転車,場合別1=通学中 | 被災学年=3,3,80,0.010413954699297057,0.2247191011235955,12.882777125607916
場合別1=通学中 | 被災学年=3,通学方法=自転車,3,80,0.010413954699297057,0.5970149253731343,12.882777125607914
場合別2=下校（降園）中,場合別1=通学中 | 発生場所2=道路,3,291,0.03788076021869305,0.9122257053291536,12.88183431679882
場合別1=通学中 | 発生場所2=道路,場合別2=下校（降園）中,3,291,0.03788076021869305,0.5349264705882353,12.88183431679882
場合別1=通学中 | 性別=男,通学方法=徒歩,3,125,0.016271804217651654,0.33692722371967654,12.813242240666115
通学方法=徒歩,場合別1=通学中 | 性別=男,3,125,0.016271804217651654,0.6188118811881188,12.813242240666114
場合別2=登校（登園）中,和暦=平成 | 場合別1=通学中,3,193,0.02512366571205415,0.7751004016064257,12.750152644840604
和暦=平成 | 場合別1=通学中,場合別2=登校（登園）中,3,193,0.02512366571205415,0.4132762312633833,12.750152644840604
通学方法=自転車,場合別1=通学中 | 性別=女,3,129,0.016792501952616504,0.36235955056179775,12.710712636601508
場合別1=通学中 | 性別=女,通学方法=自転車,3,129,0.016792501952616504,0.589041095890411,12.710712636601508
通学方法=自転車,和暦=平成 | 場合別1=通学中,3,272,0.035407445977609996,0.7640449438202247,12.568293915261169
和暦=平成 | 場合別1=通学中,通学方法=自転車,3,272,0.035407445977609996,0.582441113490364,12.568293915261169
発生場所2=道路 | 被災学年=2,通学方法=自転車,3,106,0.013798489976568603,0.5824175824175825,12.567786146437832
通学方法=自転車,発生場所2=道路 | 被災学年=2,3,106,0.013798489976568603,0.29775280898876405,12.56778614643783
場合別2=登校（登園）中,発生場所2=道路 | 被災学年=1,3,92,0.011976047904191617,0.36947791164658633,12.558979279951664
発生場所2=道路 | 被災学年=1,場合別2=登校（登園）中,3,92,0.011976047904191617,0.40707964601769914,12.558979279951664
場合別2=下校（降園）中,場合別1=通学中 | 性別=女,3,114,0.014839885446498308,0.3573667711598746,12.535577790183364
場合別1=通学中 | 性別=女,場合別2=下校（降園）中,3,114,0.014839885446498308,0.5205479452054794,12.535577790183364
通学方法=自転車,性別=女 | 発生場所2=道路,3,127,0.01653215308513408,0.35674157303370785,12.513647324406136
性別=女 | 発生場所2=道路,通学方法=自転車,3,127,0.01653215308513408,0.5799086757990868,12.513647324406136
場合別2=下校（降園）中,場合別1=通学中 | 被災学年=1,3,112,0.014579536579015881,0.3510971786833856,12.486706141878557
場合別1=通学中 | 被災学年=1,場合別2=下校（降園）中,3,112,0.014579536579015881,0.5185185185185185,12.486706141878557
和暦=令和 | 通学方法=自転車,発生場所2=道路,3,84,0.01093465243426191,1.0,12.47077922077922
被災学校種=中 | 通学方法=自転車,発生場所2=道路,3,82,0.010674303566779484,1.0,12.47077922077922
被災学年=3 | 通学方法=自転車,発生場所2=道路,3,80,0.010413954699297057,1.0,12.47077922077922
発生場所2=道路,場合別2=登校（登園）中 | 通学方法=自転車,3,179,0.023301223639677168,0.2905844155844156,12.401497113997115
場合別2=登校（登園）中 | 通学方法=自転車,発生場所2=道路,3,179,0.023301223639677168,0.9944444444444445,12.401497113997113
場合別2=登校（登園）中,場合別1=通学中 | 性別=男,3,149,0.01939599062744077,0.5983935742971888,12.390456705528312
場合別1=通学中 | 性別=男,場合別2=登校（登園）中,3,149,0.01939599062744077,0.40161725067385445,12.390456705528312
発生場所2=道路,発生場所1=学校外（園外） | 通学方法=自転車,3,352,0.045821400676907056,0.5714285714285714,12.365392354124747
発生場所1=学校外（園外） | 通学方法=自転車,発生場所2=道路,3,352,0.045821400676907056,0.9915492957746479,12.365392354124747
発生場所2=道路,性別=男 | 通学方法=自転車,3,225,0.029289247591772975,0.3652597402597403,12.360904513988215
性別=男 | 通学方法=自転車,発生場所2=道路,3,225,0.029289247591772975,0.9911894273127754,12.360904513988213
通学方法=自転車,発生場所2=道路 | 被災学年=3,3,80,0.010413954699297057,0.2247191011235955,12.330658105939005
発生場所2=道路,通学方法=自転車,2,352,0.045821400676907056,0.5714285714285714,12.330658105939003
通学方法=自転車,発生場所2=道路,2,352,0.045821400676907056,0.9887640449438202,12.330658105939003
発生場所2=道路,場合別1=通学中 | 通学方法=自転車,3,352,0.045821400676907056,0.5714285714285714,12.330658105939003
場合別1=通学中 | 通学方法=自転車,発生場所2=道路,3,352,0.045821400676907056,0.9887640449438202,12.330658105939003
通学方法=自転車,発生場所1=学校外（園外） | 発生場所2=道路,3,352,0.045821400676907056,0.9887640449438202,12.330658105939003
発生場所1=学校外（園外） | 発生場所2=道路,通学方法=自転車,3,352,0.045821400676907056,0.5714285714285714,12.330658105939003
発生場所2=道路 | 被災学年=3,通学方法=自転車,3,80,0.010413954699297057,0.5714285714285714,12.330658105939003
発生場所2=道路,被災学年=1 | 通学方法=自転車,3,160,0.020827909398594115,0.2597402597402597,12.31681898348565
被災学年=1 | 通学方法=自転車,発生場所2=道路,3,160,0.020827909398594115,0.9876543209876543,12.316818983485648
発生場所2=道路,場合別2=下校（降園）中 | 通学方法=自転車,3,155,0.02017703722988805,0.25162337662337664,12.311915791215155
場合別2=下校（降園）中 | 通学方法=自転車,発生場所2=道路,3,155,0.02017703722988805,0.9872611464968153,12.311915791215153
発生場所2=道路,和暦=平成 | 通学方法=自転車,3,268,0.03488674824264514,0.43506493506493504,12.287385408708937
和暦=平成 | 通学方法=自転車,発生場所2=道路,3,268,0.03488674824264514,0.9852941176470589,12.287385408708937
発生場所2=道路,被災学校種=高 | 通学方法=自転車,3,256,0.03332465503775059,0.4155844155844156,12.278921078921082
被災学校種=高 | 通学方法=自転車,発生場所2=道路,3,256,0.03332465503775059,0.9846153846153847,12.278921078921078
発生場所2=道路,性別=女 | 通学方法=自転車,3,127,0.01653215308513408,0.20616883116883117,12.277433806503575
性別=女 | 通学方法=自転車,発生場所2=道路,3,127,0.01653215308513408,0.9844961240310077,12.277433806503574
場合別1=通学中,発生場所2=道路 | 被災学校種=小,3,143,0.01861494402499349,0.2423728813559322,12.249397859054415
発生場所2=道路 | 被災学校種=小,場合別1=通学中,3,143,0.01861494402499349,0.9407894736842105,12.249397859054415
被災学年=2 | 通学方法=自転車,発生場所2=道路,3,106,0.013798489976568603,0.9814814814814815,12.239838864838864
通学方法=自転車,性別=男 | 発生場所2=道路,3,225,0.029289247591772975,0.6320224719101124,12.22971443126822
性別=男 | 発生場所2=道路,通学方法=自転車,3,225,0.029289247591772975,0.5667506297229219,12.229714431268219
発生場所2=道路,場合別2=登校（登園）中 | 被災学校種=高,3,144,0.018745118458734705,0.23376623376623376,12.133731133731134
場合別2=登校（登園）中 | 被災学校種=高,発生場所2=道路,3,144,0.018745118458734705,0.972972972972973,12.133731133731134
場合別2=登校（登園）中 | 被災学年=1,発生場所2=道路,3,92,0.011976047904191617,0.968421052631579,12.076965140123034
場合別1=通学中,性別=女 | 発生場所2=道路,3,202,0.026295235615725072,0.3423728813559322,12.009627737791194
性別=女 | 発生場所2=道路,場合別1=通学中,3,202,0.026295235615725072,0.9223744292237442,12.009627737791192
和暦=令和 | 場合別1=通学中,発生場所2=道路,3,118,0.015360583181463161,0.959349593495935,11.963836976032097
和暦=平成 | 発生場所2=道路,通学方法=自転車,3,268,0.03488674824264514,0.5537190082644629,11.948509610920235
通学方法=自転車,和暦=平成 | 発生場所2=道路,3,268,0.03488674824264514,0.7528089887640449,11.948509610920233
発生場所2=道路,場合別1=通学中 | 被災学校種=高,3,284,0.036969539182504556,0.461038961038961,11.92492019764747
場合別1=通学中 | 被災学校種=高,発生場所2=道路,3,284,0.036969539182504556,0.9562289562289562,11.92492019764747
発生場所2=道路,場合別1=通学中 | 被災学年=1,3,206,0.026815933350689925,0.3344155844155844,11.89342833092833
場合別1=通学中 | 被災学年=1,発生場所2=道路,3,206,0.026815933350689925,0.9537037037037037,11.89342833092833
通学方法=徒歩,場合別1=通学中 | 発生場所2=道路,3,170,0.022129653736006248,0.8415841584158416,11.884282178217822
場合別1=通学中 | 発生場所2=道路,通学方法=徒歩,3,170,0.022129653736006248,0.3125,11.884282178217822
場合別1=通学中,発生場所2=道路 | 被災学年=1,3,206,0.026815933350689925,0.34915254237288135,11.868096595170242
発生場所2=道路 | 被災学年=1,場合別1=通学中,3,206,0.026815933350689925,0.911504424778761,11.868096595170242
発生場所2=道路,場合別2=下校（降園）中 | 被災学校種=高,3,130,0.016922676386357718,0.21103896103896103,11.83358612190729
場合別2=下校（降園）中 | 被災学校種=高,発生場所2=道路,3,130,0.016922676386357718,0.948905109489051,11.833586121907288
場合別1=通学中,発生場所2=道路 | 被災学校種=高,3,284,0.036969539182504556,0.48135593220338985,11.738972289480763
発生場所2=道路 | 被災学校種=高,場合別1=通学中,3,284,0.036969539182504556,0.9015873015873016,11.738972289480763
発生場所2=道路,場合別1=通学中 | 被災学年=3,3,126,0.016401978651392868,0.20454545454545456,11.726255088195389
場合別1=通学中 | 被災学年=3,発生場所2=道路,3,126,0.016401978651392868,0.9402985074626866,11.726255088195387
場合別2=登校（登園）中 | 性別=女,発生場所2=道路,3,94,0.012236396771674042,0.94,11.722532467532465
場合別1=通学中,発生場所2=道路 | 被災学年=3,3,126,0.016401978651392868,0.2135593220338983,11.718305084745763
発生場所2=道路 | 被災学年=3,場合別1=通学中,3,126,0.016401978651392868,0.9,11.718305084745763
発生場所2=道路,和暦=平成 | 場合別2=登校（登園）中,3,181,0.023561572507159595,0.29383116883116883,11.695393984254089
和暦=平成 | 場合別2=登校（登園）中,発生場所2=道路,3,181,0.023561572507159595,0.9378238341968912,11.695393984254087
場合別2=下校（降園）中 | 被災学年=1,発生場所2=道路,3,105,0.01366831554282739,0.9375,11.691355519480519
場合別2=下校（降園）中 | 被災学校種=小,発生場所2=道路,3,103,0.013407966675344963,0.9363636363636364,11.677184179456907
発生場所2=道路,場合別2=登校（登園）中,2,233,0.030330643061702682,0.3782467532467532,11.669444009805455
