単語,歯牙出現事例数,歯牙事例出現率（％）,非歯牙出現事例数,非歯牙事例出現率（％）,出現率差（pt）,オッズ比,OR_95%CI下限,OR_95%CI上限,p値,p値下限丸め,0.5補正,BH補正p値,BH有意（5%）
入口,3,0.1895,23,0.3771,-0.1876,0.5015960374243258,0.15041181163998663,1.6727315628774644,0.3348303452226324,False,False,0.6636512471669977,False
呼ぶ,3,0.1895,23,0.3771,-0.1876,0.5015960374243258,0.15041181163998663,1.6727315628774644,0.3348303452226324,False,False,0.6636512471669977,False
振り上げる,3,0.1895,23,0.3771,-0.1876,0.5015960374243258,0.15041181163998663,1.6727315628774644,0.3348303452226324,False,False,0.6636512471669977,False
握る,3,0.1895,23,0.3771,-0.1876,0.5015960374243258,0.15041181163998663,1.6727315628774644,0.3348303452226324,False,False,0.6636512471669977,False
柵,3,0.1895,23,0.3771,-0.1876,0.5015960374243258,0.15041181163998663,1.6727315628774644,0.3348303452226324,False,False,0.6636512471669977,False
剣道,3,0.1895,24,0.3935,-0.204,0.48061708860759494,0.14453840992531877,1.598141186007179,0.33826175928554636,False,False,0.6636512471669977,False
集合,3,0.1895,24,0.3935,-0.204,0.48061708860759494,0.14453840992531877,1.598141186007179,0.33826175928554636,False,False,0.6636512471669977,False
掛ける,7,0.4422,43,0.705,-0.2628,0.6255459804037303,0.2808632910498979,1.3932321740463578,0.2949879678519215,False,False,0.6636512471669977,False
周辺,9,0.5685,51,0.8362,-0.2677,0.678077584273862,0.33310417627886746,1.3803165587145059,0.33774554996217604,False,False,0.6636512471669977,False
向ける,9,0.5685,52,0.8526,-0.2841,0.664927670804418,0.32697753133925705,1.35216877315847,0.33931741477655175,False,False,0.6636512471669977,False
殴る,14,0.8844,72,1.1805,-0.2961,0.7469194816231145,0.42021616346042895,1.3276231628835893,0.3510816448487394,False,False,0.6636512471669977,False
回転,14,0.8844,76,1.2461,-0.3617,0.707138304652645,0.39880958316499987,1.2538429441404197,0.293566065045068,False,False,0.6636512471669977,False
急,20,1.2634,100,1.6396,-0.3762,0.7676263595649392,0.473422040441829,1.244661586412398,0.3078389840338263,False,False,0.6636512471669977,False
打撲,29,1.832,139,2.2791,-0.4471,0.8001629584363398,0.5342194595977215,1.1984976371615617,0.33440817389463473,False,False,0.6636512471669977,False
移動,29,1.832,140,2.2955,-0.4635,0.794314212171355,0.5304441597692282,1.1894467231610037,0.29072512862673006,False,False,0.6636512471669977,False
待機,8,0.5054,21,0.3443,0.1611,1.4701133786848073,0.6499408084473461,3.325277191550818,0.3579444700064979,False,False,0.6644890679321218,False
キック,5,0.3159,12,0.1968,0.1191,1.607256020278834,0.5653956994130201,4.568962794383553,0.3693734894418366,False,False,0.6670089607685455,False
以前,5,0.3159,12,0.1968,0.1191,1.607256020278834,0.5653956994130201,4.568962794383553,0.3693734894418366,False,False,0.6670089607685455,False
擦り傷,5,0.3159,12,0.1968,0.1191,1.607256020278834,0.5653956994130201,4.568962794383553,0.3693734894418366,False,False,0.6670089607685455,False
起き上がる,5,0.3159,12,0.1968,0.1191,1.607256020278834,0.5653956994130201,4.568962794383553,0.3693734894418366,False,False,0.6670089607685455,False
mm,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
かぶる,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
はさみ,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
クロール,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
タワー,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
バトミントン,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
ポット,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
不全,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
人さし指,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
切り,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
削る,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
取り上げる,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
喉,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
基礎,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
夕方,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
天,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
嫌がる,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
小屋,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
悪化,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
捨てる,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
掌,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
攻める,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
木材,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
末節,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
楽しみ,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
楽器,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
母,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
湿布,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
無い,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
爆発,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
硝子,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
確保,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
神経症,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
突風,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
継続,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
緊急,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
背もたれ,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
脈拍,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
脾臓,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
言語,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
説明,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
跳躍,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
輪ゴム,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
週間,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
部品,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
釘,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
陥没,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
雲,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
飴,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
駅伝,0,0.0,8,0.1312,-0.1312,0.22628577796764426,0.013053339016342648,3.922770506941831,0.37421805466251523,False,True,0.6670089607685455,False
サイド,7,0.4422,42,0.6886,-0.2464,0.6405456852791879,0.287216594444384,1.4285343634949121,0.37446117095778,False,False,0.6670089607685455,False
落とす,7,0.4422,42,0.6886,-0.2464,0.6405456852791879,0.287216594444384,1.4285343634949121,0.37446117095778,False,False,0.6670089607685455,False
朝,20,1.2634,99,1.6232,-0.3598,0.7755094127454972,0.47809196597912057,1.2579480352178334,0.36061838697688603,False,False,0.6670089607685455,False
鉄製,4,0.2527,27,0.4427,-0.19,0.569699528534234,0.1990515792235957,1.6305198586118792,0.3761025174159036,False,False,0.6690647980014134,False
鉄棒,16,1.0107,80,1.3117,-0.301,0.7682195277600511,0.4478404114879991,1.3177936329394666,0.37614886968978983,False,False,0.6690647980014134,False
持ち上げる,4,0.2527,28,0.4591,-0.2064,0.5492626436261648,0.19237576434552545,1.5682300351583787,0.37926713293806846,False,False,0.6731790300132171,False
柄,4,0.2527,28,0.4591,-0.2064,0.5492626436261648,0.19237576434552545,1.5682300351583787,0.37926713293806846,False,False,0.6731790300132171,False
裂創,4,0.2527,28,0.4591,-0.2064,0.5492626436261648,0.19237576434552545,1.5682300351583787,0.37926713293806846,False,False,0.6731790300132171,False
落ちる,55,3.4744,244,4.0007,-0.5262,0.8637268260235172,0.641190990012363,1.1634973691353256,0.3813300617411234,False,False,0.6763619482650194,False
通る,13,0.8212,38,0.6231,0.1982,1.3207006369426753,0.7018450722839775,2.485235333696319,0.38595460137982796,False,False,0.6840806644951296,False
声,12,0.7581,63,1.033,-0.2749,0.7318359552605256,0.393752853988404,1.3602031324650639,0.3897378366454035,False,False,0.6898112168713282,False
陸上,12,0.7581,63,1.033,-0.2749,0.7318359552605256,0.393752853988404,1.3602031324650639,0.3897378366454035,False,False,0.6898112168713282,False
後方,40,2.5268,132,2.1643,0.3626,1.1718611913038355,0.819087889044613,1.6765705732577956,0.39092125839835834,False,False,0.6914178533590146,False
けが,5,0.3159,13,0.2131,0.1027,1.4833772058106658,0.5280396365210679,4.1671264475822465,0.3954629293176882,False,False,0.6974857518331268,False
グローブ,5,0.3159,13,0.2131,0.1027,1.4833772058106658,0.5280396365210679,4.1671264475822465,0.3954629293176882,False,False,0.6974857518331268,False
入ろう,8,0.5054,45,0.7378,-0.2325,0.6833439153439154,0.32147325467574767,1.452559116025213,0.3952622381851062,False,False,0.6974857518331268,False
行く,59,3.7271,259,4.2466,-0.5195,0.8729314241125264,0.6542873852300324,1.164640016611689,0.39546440953217954,False,False,0.6974857518331268,False
立つ,33,2.0846,107,1.7544,0.3303,1.192258064516129,0.8038016225843344,1.7684454129782565,0.3985757120421153,False,False,0.6979444776513326,False
他校,26,1.6425,82,1.3445,0.298,1.2253238717358272,0.7854967760244278,1.911425529006864,0.40102073532961524,False,False,0.6979444776513326,False
ヘディング,9,0.5685,25,0.4099,0.1586,1.3892249047013978,0.6471487268421043,2.9822292091343146,0.3963312300882436,False,False,0.6979444776513326,False
当日,9,0.5685,25,0.4099,0.1586,1.3892249047013978,0.6471487268421043,2.9822292091343146,0.3963312300882436,False,False,0.6979444776513326,False
グラブ,3,0.1895,6,0.0984,0.0911,1.9281645569620254,0.48168498312545366,7.7183609391374075,0.4030653130225181,False,False,0.6979444776513326,False
マスク,3,0.1895,6,0.0984,0.0911,1.9281645569620254,0.48168498312545366,7.7183609391374075,0.4030653130225181,False,False,0.6979444776513326,False
先輩,3,0.1895,6,0.0984,0.0911,1.9281645569620254,0.48168498312545366,7.7183609391374075,0.4030653130225181,False,False,0.6979444776513326,False
処理,3,0.1895,6,0.0984,0.0911,1.9281645569620254,0.48168498312545366,7.7183609391374075,0.4030653130225181,False,False,0.6979444776513326,False
広い,3,0.1895,6,0.0984,0.0911,1.9281645569620254,0.48168498312545366,7.7183609391374075,0.4030653130225181,False,False,0.6979444776513326,False
擦過傷,3,0.1895,6,0.0984,0.0911,1.9281645569620254,0.48168498312545366,7.7183609391374075,0.4030653130225181,False,False,0.6979444776513326,False
根元,3,0.1895,6,0.0984,0.0911,1.9281645569620254,0.48168498312545366,7.7183609391374075,0.4030653130225181,False,False,0.6979444776513326,False
正門,3,0.1895,6,0.0984,0.0911,1.9281645569620254,0.48168498312545366,7.7183609391374075,0.4030653130225181,False,False,0.6979444776513326,False
講習,3,0.1895,6,0.0984,0.0911,1.9281645569620254,0.48168498312545366,7.7183609391374075,0.4030653130225181,False,False,0.6979444776513326,False
追突,3,0.1895,6,0.0984,0.0911,1.9281645569620254,0.48168498312545366,7.7183609391374075,0.4030653130225181,False,False,0.6979444776513326,False
部位,3,0.1895,6,0.0984,0.0911,1.9281645569620254,0.48168498312545366,7.7183609391374075,0.4030653130225181,False,False,0.6979444776513326,False
鉄板,3,0.1895,6,0.0984,0.0911,1.9281645569620254,0.48168498312545366,7.7183609391374075,0.4030653130225181,False,False,0.6979444776513326,False
飛びつく,3,0.1895,6,0.0984,0.0911,1.9281645569620254,0.48168498312545366,7.7183609391374075,0.4030653130225181,False,False,0.6979444776513326,False
全体,2,0.1263,17,0.2787,-0.1524,0.45258027309595567,0.10445251571508386,1.9609762598186105,0.39792603037060365,False,False,0.6979444776513326,False
重い,2,0.1263,17,0.2787,-0.1524,0.45258027309595567,0.10445251571508386,1.9609762598186105,0.39792603037060365,False,False,0.6979444776513326,False
養護,2,0.1263,17,0.2787,-0.1524,0.45258027309595567,0.10445251571508386,1.9609762598186105,0.39792603037060365,False,False,0.6979444776513326,False
ちょっかい,2,0.1263,18,0.2951,-0.1688,0.4273666455829644,0.09905716259306258,1.8438065958657526,0.4035165440966636,False,False,0.6979444776513326,False
クラスメイト,2,0.1263,18,0.2951,-0.1688,0.4273666455829644,0.09905716259306258,1.8438065958657526,0.4035165440966636,False,False,0.6979444776513326,False
到着,2,0.1263,18,0.2951,-0.1688,0.4273666455829644,0.09905716259306258,1.8438065958657526,0.4035165440966636,False,False,0.6979444776513326,False
半身,2,0.1263,18,0.2951,-0.1688,0.4273666455829644,0.09905716259306258,1.8438065958657526,0.4035165440966636,False,False,0.6979444776513326,False
鍵,2,0.1263,18,0.2951,-0.1688,0.4273666455829644,0.09905716259306258,1.8438065958657526,0.4035165440966636,False,False,0.6979444776513326,False
頭頂,2,0.1263,18,0.2951,-0.1688,0.4273666455829644,0.09905716259306258,1.8438065958657526,0.4035165440966636,False,False,0.6979444776513326,False
並ぶ,8,0.5054,46,0.7542,-0.2489,0.6683781918564528,0.3148202107644303,1.418998501603743,0.3974288390866438,False,False,0.6979444776513326,False
ネット,32,2.0215,147,2.4102,-0.3888,0.8353794128870117,0.5676387189007269,1.229406557795955,0.4005938155134928,False,False,0.6979444776513326,False
パス,13,0.8212,67,1.0985,-0.2773,0.7454701017206958,0.41051701580049826,1.3537214078101316,0.4045863447266075,False,False,0.6993125793069136,False
途中,42,2.6532,141,2.3119,0.3413,1.1516699573363525,0.8123233295706039,1.6327780359727257,0.4067453381966699,False,False,0.7025601296124299,False
倒す,9,0.5685,26,0.4263,0.1422,1.335573257746066,0.6245733851466461,2.855958914079607,0.4095638816336814,False,False,0.706941648408309,False
総合,5,0.3159,31,0.5083,-0.1924,0.6202215953227851,0.24077635771370418,1.5976436846101778,0.4105709479533077,False,False,0.7081925292069434,False
それる,6,0.379,15,0.2459,0.1331,1.5431832593532022,0.5977748017129303,3.9837988572352043,0.41467670210856844,False,False,0.7138017631354081,False
つま,6,0.379,15,0.2459,0.1331,1.5431832593532022,0.5977748017129303,3.9837988572352043,0.41467670210856844,False,False,0.7138017631354081,False
づく,6,0.379,15,0.2459,0.1331,1.5431832593532022,0.5977748017129303,3.9837988572352043,0.41467670210856844,False,False,0.7138017631354081,False
とる,21,1.3266,66,1.0821,0.2445,1.228931439878943,0.7497189257842851,2.0144515924324944,0.42368554934292646,False,False,0.7288088873470916,False
路,10,0.6317,29,0.4755,0.1562,1.3306442773527414,0.6471081870905327,2.736195010624837,0.4287224531753374,False,False,0.7369677262260085,False
形式,22,1.3898,70,1.1477,0.242,1.2138555870778804,0.7494012578083972,1.9661634817497309,0.436630192417831,False,False,0.7480140014891928,False
A,3,0.1895,7,0.1148,0.0747,1.6524412296564195,0.42681430396695436,6.397541019805724,0.4399068972147061,False,False,0.7480140014891928,False
予選,3,0.1895,7,0.1148,0.0747,1.6524412296564195,0.42681430396695436,6.397541019805724,0.4399068972147061,False,False,0.7480140014891928,False
二塁,3,0.1895,7,0.1148,0.0747,1.6524412296564195,0.42681430396695436,6.397541019805724,0.4399068972147061,False,False,0.7480140014891928,False
大量,3,0.1895,7,0.1148,0.0747,1.6524412296564195,0.42681430396695436,6.397541019805724,0.4399068972147061,False,False,0.7480140014891928,False
巻く,3,0.1895,7,0.1148,0.0747,1.6524412296564195,0.42681430396695436,6.397541019805724,0.4399068972147061,False,False,0.7480140014891928,False
後衛,3,0.1895,7,0.1148,0.0747,1.6524412296564195,0.42681430396695436,6.397541019805724,0.4399068972147061,False,False,0.7480140014891928,False
滑り込む,3,0.1895,7,0.1148,0.0747,1.6524412296564195,0.42681430396695436,6.397541019805724,0.4399068972147061,False,False,0.7480140014891928,False
紐,3,0.1895,7,0.1148,0.0747,1.6524412296564195,0.42681430396695436,6.397541019805724,0.4399068972147061,False,False,0.7480140014891928,False
結ぶ,3,0.1895,7,0.1148,0.0747,1.6524412296564195,0.42681430396695436,6.397541019805724,0.4399068972147061,False,False,0.7480140014891928,False
返却,3,0.1895,7,0.1148,0.0747,1.6524412296564195,0.42681430396695436,6.397541019805724,0.4399068972147061,False,False,0.7480140014891928,False
口論,6,0.379,34,0.5575,-0.1784,0.6786899921668097,0.2844323298704688,1.6194365305700367,0.4398874128337635,False,False,0.7480140014891928,False
顧問,6,0.379,34,0.5575,-0.1784,0.6786899921668097,0.2844323298704688,1.6194365305700367,0.4398874128337635,False,False,0.7480140014891928,False
友だち,6,0.379,35,0.5739,-0.1948,0.6591901440347857,0.2767738858214895,1.5699878791052593,0.4399205152298881,False,False,0.7480140014891928,False
脚,6,0.379,35,0.5739,-0.1948,0.6591901440347857,0.2767738858214895,1.5699878791052593,0.4399205152298881,False,False,0.7480140014891928,False
人,86,5.4327,365,5.9846,-0.5519,0.9024880811852014,0.7086988684409863,1.1492677256181751,0.4355336033486643,False,False,0.7480140014891928,False
合同,6,0.379,36,0.5903,-0.2112,0.6407736207989854,0.2695148399990041,1.5234442493532419,0.4428201583143344,False,False,0.7524342527454951,False
学年,11,0.6949,32,0.5247,0.1702,1.3266738231552162,0.6672356440393405,2.6378438393820334,0.4484132659977461,False,False,0.7614221199203434,False
もらう,6,0.379,17,0.2787,0.1003,1.3611846767876459,0.5357900084420169,3.458115483917241,0.45054775822647686,False,False,0.762260790205072,False
同士,6,0.379,17,0.2787,0.1003,1.3611846767876459,0.5357900084420169,3.458115483917241,0.45054775822647686,False,False,0.762260790205072,False
ごっこ,3,0.1895,21,0.3443,-0.1548,0.5495479204339964,0.16370928729732848,1.8447512773348826,0.4507409716751346,False,False,0.762260790205072,False
後ろ向き,3,0.1895,21,0.3443,-0.1548,0.5495479204339964,0.16370928729732848,1.8447512773348826,0.4507409716751346,False,False,0.762260790205072,False
手足,3,0.1895,21,0.3443,-0.1548,0.5495479204339964,0.16370928729732848,1.8447512773348826,0.4507409716751346,False,False,0.762260790205072,False
腫れる,3,0.1895,21,0.3443,-0.1548,0.5495479204339964,0.16370928729732848,1.8447512773348826,0.4507409716751346,False,False,0.762260790205072,False
失敗,11,0.6949,56,0.9182,-0.2233,0.7551004180298073,0.39467809103353074,1.4446625091747218,0.45103469404478747,False,False,0.762260790205072,False
いく,23,1.4529,75,1.2297,0.2232,1.1842051282051282,0.7397786463386066,1.8956234984720737,0.45315779157752656,False,False,0.7653331591087116,False
瞬間,17,1.0739,52,0.8526,0.2213,1.2623907063562236,0.7280437093081232,2.1889211803080184,0.45383123597715036,False,False,0.7659547374365364,False
ピッチングマシン,3,0.1895,22,0.3607,-0.1712,0.524482163406214,0.15678033126828553,1.7545666443358747,0.45540970661982993,False,False,0.7670702110158049,False
倉庫,3,0.1895,22,0.3607,-0.1712,0.524482163406214,0.15678033126828553,1.7545666443358747,0.45540970661982993,False,False,0.7670702110158049,False
一緒,17,1.0739,83,1.3609,-0.287,0.7868408499899983,0.4655807688670801,1.3297768391927218,0.4548942194492354,False,False,0.7670702110158049,False
気,11,0.6949,33,0.5411,0.1538,1.286259541984733,0.6486273520341937,2.550715143538314,0.4565009501413547,False,False,0.7683922033251795,False
球,53,3.3481,182,2.9841,0.364,1.1261976585505997,0.8251411093609549,1.537096081792758,0.4610362673585502,False,False,0.7755056730618671,False
送球,17,1.0739,54,0.8854,0.1885,1.215233432666383,0.7025952868589348,2.1019103365642513,0.46320684787025934,False,False,0.7786345673315084,False
自宅,7,0.4422,20,0.3279,0.1143,1.3500317258883248,0.5698415240621426,3.1984079501834466,0.4771654357558528,False,False,0.7809128003677184,False
かかと,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
それぞれ,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
はじく,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
ふた,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
タオル,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
不安定,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
両側,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
付き,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
伴う,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
地上,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
家,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
態度,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
振盪,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
排水,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
整備,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
発,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
脇腹,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
触る,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
通過,1,0.0632,10,0.164,-0.1008,0.38489254108723137,0.04923254443002444,3.0090313206367942,0.47903708042038423,False,False,0.7809128003677184,False
かする,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
ひとり,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
もみ合う,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
スポーツ,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
ソフトテニス,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
テープ,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
ラリー,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
一輪車,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
上半身,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
代わり,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
原因,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
