単語,歯牙出現事例数,歯牙事例出現率（％）,非歯牙出現事例数,非歯牙事例出現率（％）,出現率差（pt）,オッズ比,OR_95%CI下限,OR_95%CI上限,p値,p値下限丸め,0.5補正,BH補正p値,BH有意（5%）
校,3,0.1895,16,0.2623,-0.0728,0.721875,0.21007635785854162,2.480543364979194,0.7803555482200963,False,False,0.9548691077618571,False
パンチ,3,0.1895,17,0.2787,-0.0892,0.6793000744601638,0.19882324582596114,2.320898591332276,0.7820180013328766,False,False,0.9548691077618571,False
受け取る,3,0.1895,17,0.2787,-0.0892,0.6793000744601638,0.19882324582596114,2.320898591332276,0.7820180013328766,False,False,0.9548691077618571,False
捻挫,3,0.1895,17,0.2787,-0.0892,0.6793000744601638,0.19882324582596114,2.320898591332276,0.7820180013328766,False,False,0.9548691077618571,False
校外,3,0.1895,17,0.2787,-0.0892,0.6793000744601638,0.19882324582596114,2.320898591332276,0.7820180013328766,False,False,0.9548691077618571,False
課題,3,0.1895,17,0.2787,-0.0892,0.6793000744601638,0.19882324582596114,2.320898591332276,0.7820180013328766,False,False,0.9548691077618571,False
近距離,3,0.1895,17,0.2787,-0.0892,0.6793000744601638,0.19882324582596114,2.320898591332276,0.7820180013328766,False,False,0.9548691077618571,False
駆ける,3,0.1895,17,0.2787,-0.0892,0.6793000744601638,0.19882324582596114,2.320898591332276,0.7820180013328766,False,False,0.9548691077618571,False
打者,18,1.1371,64,1.0494,0.0877,1.084564696485623,0.6410226105866619,1.835006381110993,0.7835713302900984,False,False,0.9563001928795946,False
校内,5,0.3159,16,0.2623,0.0535,1.2046498732572877,0.44063533862568294,3.293383870810164,0.7862201970324568,False,False,0.9576688946854792,False
直前,5,0.3159,16,0.2623,0.0535,1.2046498732572877,0.44063533862568294,3.293383870810164,0.7862201970324568,False,False,0.9576688946854792,False
竹,5,0.3159,16,0.2623,0.0535,1.2046498732572877,0.44063533862568294,3.293383870810164,0.7862201970324568,False,False,0.9576688946854792,False
紅白,5,0.3159,16,0.2623,0.0535,1.2046498732572877,0.44063533862568294,3.293383870810164,0.7862201970324568,False,False,0.9576688946854792,False
向かう,42,2.6532,154,2.525,0.1282,1.0521503156155978,0.7445868092529685,1.486757854011216,0.7883936963806198,False,False,0.9598501895740751,False
てんかん,5,0.3159,17,0.2787,0.0371,1.13360172966525,0.4175794373819544,3.0773854420533304,0.7925670223188941,False,False,0.961663324613346,False
タイミング,5,0.3159,17,0.2787,0.0371,1.13360172966525,0.4175794373819544,3.0773854420533304,0.7925670223188941,False,False,0.961663324613346,False
バスケット,5,0.3159,17,0.2787,0.0371,1.13360172966525,0.4175794373819544,3.0773854420533304,0.7925670223188941,False,False,0.961663324613346,False
ホール,5,0.3159,17,0.2787,0.0371,1.13360172966525,0.4175794373819544,3.0773854420533304,0.7925670223188941,False,False,0.961663324613346,False
人組,5,0.3159,17,0.2787,0.0371,1.13360172966525,0.4175794373819544,3.0773854420533304,0.7925670223188941,False,False,0.961663324613346,False
言葉,5,0.3159,17,0.2787,0.0371,1.13360172966525,0.4175794373819544,3.0773854420533304,0.7925670223188941,False,False,0.961663324613346,False
返す,5,0.3159,17,0.2787,0.0371,1.13360172966525,0.4175794373819544,3.0773854420533304,0.7925670223188941,False,False,0.961663324613346,False
当たり,21,1.3266,75,1.2297,0.0969,1.0798463508322664,0.6634735881298203,1.7575200614882662,0.7993707293079092,False,False,0.9694496078840601,False
出し,5,0.3159,18,0.2951,0.0207,1.0704478242501057,0.39680985813710457,2.8876766061741126,0.8006582481969731,False,False,0.9700728920183616,False
越える,5,0.3159,18,0.2951,0.0207,1.0704478242501057,0.39680985813710457,2.8876766061741126,0.8006582481969731,False,False,0.9700728920183616,False
降りる,22,1.3898,79,1.2953,0.0945,1.073962649713345,0.6673756245475003,1.7282557686480446,0.8042483802586434,False,False,0.970671288589354,False
中庭,4,0.2527,20,0.3279,-0.0752,0.7699810006333122,0.26280258070688295,2.2559547921545544,0.8027352127868521,False,False,0.970671288589354,False
伸ばす,4,0.2527,20,0.3279,-0.0752,0.7699810006333122,0.26280258070688295,2.2559547921545544,0.8027352127868521,False,False,0.970671288589354,False
最中,4,0.2527,20,0.3279,-0.0752,0.7699810006333122,0.26280258070688295,2.2559547921545544,0.8027352127868521,False,False,0.970671288589354,False
列,4,0.2527,21,0.3443,-0.0916,0.7331946077987876,0.25131603307424455,2.139037157038071,0.8042292527004533,False,False,0.970671288589354,False
帰り,4,0.2527,21,0.3443,-0.0916,0.7331946077987876,0.25131603307424455,2.139037157038071,0.8042292527004533,False,False,0.970671288589354,False
持久走,4,0.2527,21,0.3443,-0.0916,0.7331946077987876,0.25131603307424455,2.139037157038071,0.8042292527004533,False,False,0.970671288589354,False
続く,4,0.2527,21,0.3443,-0.0916,0.7331946077987876,0.25131603307424455,2.139037157038071,0.8042292527004533,False,False,0.970671288589354,False
的,22,1.3898,80,1.3117,0.0781,1.0603619474695707,0.6593452340622873,1.7052788153394665,0.8054960432348353,False,False,0.9717095124737695,False
戻す,6,0.379,21,0.3443,0.0347,1.101186701693994,0.4437009548790815,2.732949160134581,0.812511254813477,False,False,0.979230286916002,False
本人,6,0.379,21,0.3443,0.0347,1.101186701693994,0.4437009548790815,2.732949160134581,0.812511254813477,False,False,0.979230286916002,False
参加,22,1.3898,92,1.5084,-0.1187,0.9202155808706793,0.576010652800251,1.470105997450735,0.8158085591160542,False,False,0.9827319242377829,False
校門,6,0.379,22,0.3607,0.0183,1.0509598201418113,0.42540922497380107,2.5963624639793137,0.8188036524808565,False,False,0.9844484949290451,False
足元,6,0.379,22,0.3607,0.0183,1.0509598201418113,0.42540922497380107,2.5963624639793137,0.8188036524808565,False,False,0.9844484949290451,False
返球,6,0.379,22,0.3607,0.0183,1.0509598201418113,0.42540922497380107,2.5963624639793137,0.8188036524808565,False,False,0.9844484949290451,False
遅れる,6,0.379,22,0.3607,0.0183,1.0509598201418113,0.42540922497380107,2.5963624639793137,0.8188036524808565,False,False,0.9844484949290451,False
清掃,23,1.4529,97,1.5904,-0.1375,0.9122786148559344,0.5770791740982609,1.4421803947853997,0.8199384054634985,False,False,0.9853404508397001,False
ペア,5,0.3159,25,0.4099,-0.094,0.7698352344740177,0.294235605437476,2.014189572184869,0.8208112283051046,False,False,0.9859169351480853,False
背後,7,0.4422,24,0.3935,0.0487,1.1242861675126903,0.48354299943387147,2.6140785575228627,0.8235978806615722,False,False,0.9887905623261002,False
一塁,6,0.379,27,0.4427,-0.0637,0.8556330585499894,0.3526553809399778,2.0759868428272044,0.8324967752034671,False,False,0.9989961302441605,False
頭,74,4.6747,281,4.6073,0.0674,1.0153362152116954,0.7810937077128709,1.3198258028976089,0.8932424944455987,False,False,1.0,False
横,38,2.4005,143,2.3446,0.0559,1.0244098943128068,0.7132326999745374,1.4713509792854989,0.9258833666868234,False,False,1.0,False
衝撃,11,0.6949,39,0.6394,0.0554,1.0872969269915835,0.5555847823825133,2.1278743495738888,0.8605312440094964,False,False,1.0,False
上がる,21,1.3266,78,1.2789,0.0477,1.0377967103319217,0.6389309416242437,1.6856626308280387,0.9004405057858111,False,False,1.0,False
中央,8,0.5054,28,0.4591,0.0463,1.101315192743764,0.500976900666702,2.4210600372075213,0.8362035489212705,False,False,1.0,False
廊下,76,4.801,290,4.7549,0.0461,1.0101915200329497,0.7798038785074065,1.3086455906063936,0.9472106264749505,False,False,1.0,False
友達,30,1.8951,113,1.8528,0.0424,1.0233120024616928,0.6815669355161291,1.5364117591607827,0.9169057174321604,False,False,1.0,False
面,10,0.6317,36,0.5903,0.0415,1.0706717524899343,0.5301860327661312,2.1621429663076865,0.8550010847176216,False,False,1.0,False
方向,18,1.1371,67,1.0985,0.0385,1.0354871012350388,0.6135853521237374,1.7474888100130426,0.8928382510680839,False,False,1.0,False
コンクリート,26,1.6425,98,1.6068,0.0356,1.0225446633373967,0.6612218065172416,1.5813114120163634,0.9109870247514815,False,False,1.0,False
かけっこ,13,0.8212,48,0.787,0.0342,1.0438296178343949,0.564154553269384,1.9313506640227784,0.8740522409794571,False,False,1.0,False
支える,15,0.9476,56,0.9182,0.0294,1.0323091290087463,0.5823210298570408,1.8300251634333304,0.8832671950708675,False,False,1.0,False
斜め,9,0.5685,33,0.5411,0.0275,1.0510569481344576,0.5019044706197778,2.201057716934765,0.8494217506994423,False,False,1.0,False
場所,14,0.8844,53,0.869,0.0154,1.0178818379691428,0.5633489014712781,1.8391505394996568,1.0,False,False,1.0,False
あがる,2,0.1263,7,0.1148,0.0116,1.1009306948585886,0.22847839352639465,5.304870960333474,1.0,False,False,1.0,False
よい,2,0.1263,7,0.1148,0.0116,1.1009306948585886,0.22847839352639465,5.304870960333474,1.0,False,False,1.0,False
テーブル,2,0.1263,7,0.1148,0.0116,1.1009306948585886,0.22847839352639465,5.304870960333474,1.0,False,False,1.0,False
促す,2,0.1263,7,0.1148,0.0116,1.1009306948585886,0.22847839352639465,5.304870960333474,1.0,False,False,1.0,False
取り付ける,2,0.1263,7,0.1148,0.0116,1.1009306948585886,0.22847839352639465,5.304870960333474,1.0,False,False,1.0,False
同様,2,0.1263,7,0.1148,0.0116,1.1009306948585886,0.22847839352639465,5.304870960333474,1.0,False,False,1.0,False
対抗,2,0.1263,7,0.1148,0.0116,1.1009306948585886,0.22847839352639465,5.304870960333474,1.0,False,False,1.0,False
差,2,0.1263,7,0.1148,0.0116,1.1009306948585886,0.22847839352639465,5.304870960333474,1.0,False,False,1.0,False
懸垂,2,0.1263,7,0.1148,0.0116,1.1009306948585886,0.22847839352639465,5.304870960333474,1.0,False,False,1.0,False
本棚,2,0.1263,7,0.1148,0.0116,1.1009306948585886,0.22847839352639465,5.304870960333474,1.0,False,False,1.0,False
気がつく,2,0.1263,7,0.1148,0.0116,1.1009306948585886,0.22847839352639465,5.304870960333474,1.0,False,False,1.0,False
狭い,2,0.1263,7,0.1148,0.0116,1.1009306948585886,0.22847839352639465,5.304870960333474,1.0,False,False,1.0,False
社会,2,0.1263,7,0.1148,0.0116,1.1009306948585886,0.22847839352639465,5.304870960333474,1.0,False,False,1.0,False
落ち葉,2,0.1263,7,0.1148,0.0116,1.1009306948585886,0.22847839352639465,5.304870960333474,1.0,False,False,1.0,False
阻止,2,0.1263,7,0.1148,0.0116,1.1009306948585886,0.22847839352639465,5.304870960333474,1.0,False,False,1.0,False
頭上,2,0.1263,7,0.1148,0.0116,1.1009306948585886,0.22847839352639465,5.304870960333474,1.0,False,False,1.0,False
チアリーディング,3,0.1895,11,0.1804,0.0092,1.0508630609896432,0.2928158402447343,3.7713573556319293,1.0,False,False,1.0,False
一瞬,3,0.1895,11,0.1804,0.0092,1.0508630609896432,0.2928158402447343,3.7713573556319293,1.0,False,False,1.0,False
取れる,3,0.1895,11,0.1804,0.0092,1.0508630609896432,0.2928158402447343,3.7713573556319293,1.0,False,False,1.0,False
回し,3,0.1895,11,0.1804,0.0092,1.0508630609896432,0.2928158402447343,3.7713573556319293,1.0,False,False,1.0,False
幅,3,0.1895,11,0.1804,0.0092,1.0508630609896432,0.2928158402447343,3.7713573556319293,1.0,False,False,1.0,False
相撲,3,0.1895,11,0.1804,0.0092,1.0508630609896432,0.2928158402447343,3.7713573556319293,1.0,False,False,1.0,False
研究,3,0.1895,11,0.1804,0.0092,1.0508630609896432,0.2928158402447343,3.7713573556319293,1.0,False,False,1.0,False
競り合う,3,0.1895,11,0.1804,0.0092,1.0508630609896432,0.2928158402447343,3.7713573556319293,1.0,False,False,1.0,False
競争,3,0.1895,11,0.1804,0.0092,1.0508630609896432,0.2928158402447343,3.7713573556319293,1.0,False,False,1.0,False
両手,24,1.5161,92,1.5084,0.0077,1.005159383105112,0.6391971438432564,1.5806475281935954,1.0,False,False,1.0,False
ロープ,4,0.2527,15,0.2459,0.0067,1.0274857504749841,0.34053849756602245,3.1001692172100475,1.0,False,False,1.0,False
上級生,4,0.2527,15,0.2459,0.0067,1.0274857504749841,0.34053849756602245,3.1001692172100475,1.0,False,False,1.0,False
傾く,4,0.2527,15,0.2459,0.0067,1.0274857504749841,0.34053849756602245,3.1001692172100475,1.0,False,False,1.0,False
黒板,4,0.2527,15,0.2459,0.0067,1.0274857504749841,0.34053849756602245,3.1001692172100475,1.0,False,False,1.0,False
すぎる,5,0.3159,19,0.3115,0.0043,1.0139416983523448,0.3780026640384951,2.719763285988217,1.0,False,False,1.0,False
奪う,5,0.3159,19,0.3115,0.0043,1.0139416983523448,0.3780026640384951,2.719763285988217,1.0,False,False,1.0,False
ティー,12,0.7581,46,0.7542,0.0038,1.0051199734314893,0.5311854322938263,1.9019086359885091,1.0,False,False,1.0,False
斜面,6,0.379,23,0.3771,0.0019,1.0051004935072096,0.40856142061709005,2.4726441388484313,1.0,False,False,1.0,False
B,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
きく,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
くすぐる,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
こ,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
そしゃく,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
たつ,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
はじめる,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
ひな壇,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
またぐ,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
むける,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
め,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
エバーマット,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
クロス,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
ケガ,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
ゲレンデ,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
スパーリング,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
タイル,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
ダンベル,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
トップ,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
ドリル,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
ノー,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
パネル,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
ブリッジ,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
ブルペン,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
ベルト,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
ミス,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
中学生,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
中身,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
乱れる,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
予定,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
些細,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
伝える,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
体制,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
保つ,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
個室,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
出かける,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
出入り,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
初日,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
勝手,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
土,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
地,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
変化,1,0.0632,4,0.0656,-0.0024,0.9631795195954488,0.10757576843113319,8.623826726945623,1.0,False,False,1.0,False
