全体順位,品詞,品詞別順位,基本形,出現回数,出現事例数,事例出現率(%),1事例当たり平均出現回数,対象事例数
990,名詞,639,奥歯,3,3,0.1895,1.0,1583
991,名詞,639,女子,3,3,0.1895,1.0,1583
992,名詞,639,宙,3,3,0.1895,1.0,1583
993,名詞,639,室内,3,3,0.1895,1.0,1583
994,動詞,231,履く,3,3,0.1895,1.0,1583
995,名詞,639,左足,3,3,0.1895,1.0,1583
996,動詞,231,巻き込む,3,3,0.1895,1.0,1583
997,名詞,639,幅,3,3,0.1895,1.0,1583
998,名詞,639,年,3,3,0.1895,1.0,1583
999,形容詞,11,広い,3,3,0.1895,1.0,1583
1000,動詞,231,引っかける,3,3,0.1895,1.0,1583
1001,動詞,231,張る,3,3,0.1895,1.0,1583
1002,名詞,639,弾み,3,3,0.1895,1.0,1583
1003,名詞,639,往復,3,3,0.1895,1.0,1583
1004,名詞,639,後ろ向き,3,3,0.1895,1.0,1583
1005,名詞,639,後片付け,3,3,0.1895,1.0,1583
1006,名詞,639,後衛,3,3,0.1895,1.0,1583
1007,名詞,639,怪我,3,3,0.1895,1.0,1583
1008,名詞,639,手足,3,3,0.1895,1.0,1583
1009,名詞,639,抜歯,3,3,0.1895,1.0,1583
1010,名詞,639,拳,3,3,0.1895,1.0,1583
1011,動詞,231,振り上げる,3,3,0.1895,1.0,1583
1012,名詞,639,捻挫,3,3,0.1895,1.0,1583
1013,名詞,639,接近,3,3,0.1895,1.0,1583
1014,動詞,231,掴む,3,3,0.1895,1.0,1583
1015,動詞,231,握る,3,3,0.1895,1.0,1583
1016,名詞,639,擦過傷,3,3,0.1895,1.0,1583
1017,名詞,639,教科,3,3,0.1895,1.0,1583
1018,名詞,639,春季,3,3,0.1895,1.0,1583
1019,名詞,639,昼,3,3,0.1895,1.0,1583
1020,名詞,639,最後,3,3,0.1895,1.0,1583
1021,名詞,639,木製,3,3,0.1895,1.0,1583
1022,名詞,639,柱,3,3,0.1895,1.0,1583
1023,名詞,639,柵,3,3,0.1895,1.0,1583
1024,名詞,639,校,3,3,0.1895,1.0,1583
1025,名詞,639,校外,3,3,0.1895,1.0,1583
1026,名詞,639,根元,3,3,0.1895,1.0,1583
1027,名詞,639,棒引き,3,3,0.1895,1.0,1583
1028,名詞,639,横断,3,3,0.1895,1.0,1583
1029,名詞,639,橋,3,3,0.1895,1.0,1583
1030,動詞,231,残る,3,3,0.1895,1.0,1583
1031,名詞,639,母親,3,3,0.1895,1.0,1583
1032,名詞,639,汗,3,3,0.1895,1.0,1583
1033,動詞,231,滑り込む,3,3,0.1895,1.0,1583
1034,名詞,639,片方,3,3,0.1895,1.0,1583
1035,名詞,639,玄関,3,3,0.1895,1.0,1583
1036,名詞,639,現場,3,3,0.1895,1.0,1583
1037,名詞,639,発表,3,3,0.1895,1.0,1583
1038,名詞,639,相撲,3,3,0.1895,1.0,1583
1039,名詞,639,県,3,3,0.1895,1.0,1583
1040,名詞,639,研究,3,3,0.1895,1.0,1583
1041,名詞,639,科,3,3,0.1895,1.0,1583
1042,名詞,639,程度,3,3,0.1895,1.0,1583
1043,名詞,639,空中,3,3,0.1895,1.0,1583
1044,動詞,231,競り合う,3,3,0.1895,1.0,1583
1045,名詞,639,競争,3,3,0.1895,1.0,1583
1046,名詞,639,紐,3,3,0.1895,1.0,1583
1047,動詞,231,組む,3,3,0.1895,1.0,1583
1048,動詞,231,結ぶ,3,3,0.1895,1.0,1583
1049,動詞,231,続ける,3,3,0.1895,1.0,1583
1050,名詞,639,縄跳び,3,3,0.1895,1.0,1583
1051,名詞,639,背,3,3,0.1895,1.0,1583
1052,名詞,639,脳貧血,3,3,0.1895,1.0,1583
1053,動詞,231,腫れる,3,3,0.1895,1.0,1583
1054,名詞,639,自主,3,3,0.1895,1.0,1583
1055,名詞,639,至近,3,3,0.1895,1.0,1583
1056,名詞,639,落ち,3,3,0.1895,1.0,1583
1057,動詞,231,裂ける,3,3,0.1895,1.0,1583
1058,名詞,639,製,3,3,0.1895,1.0,1583
1059,名詞,639,観察,3,3,0.1895,1.0,1583
1060,動詞,231,触れる,3,3,0.1895,1.0,1583
1061,動詞,231,訴える,3,3,0.1895,1.0,1583
1062,名詞,639,誤り,3,3,0.1895,1.0,1583
1063,名詞,639,課題,3,3,0.1895,1.0,1583
1064,名詞,639,講習,3,3,0.1895,1.0,1583
1065,名詞,639,身,3,3,0.1895,1.0,1583
1066,動詞,231,込む,3,3,0.1895,1.0,1583
1067,動詞,231,近寄る,3,3,0.1895,1.0,1583
1068,名詞,639,近距離,3,3,0.1895,1.0,1583
1069,名詞,639,追突,3,3,0.1895,1.0,1583
1070,動詞,231,通りかかる,3,3,0.1895,1.0,1583
1071,名詞,639,通行,3,3,0.1895,1.0,1583
1072,名詞,639,速攻,3,3,0.1895,1.0,1583
1073,名詞,639,遅刻,3,3,0.1895,1.0,1583
1074,名詞,639,部位,3,3,0.1895,1.0,1583
1075,名詞,639,鉄板,3,3,0.1895,1.0,1583
1076,名詞,639,鏡,3,3,0.1895,1.0,1583
1077,動詞,231,集める,3,3,0.1895,1.0,1583
1078,名詞,639,集合,3,3,0.1895,1.0,1583
1079,動詞,231,飛びつく,3,3,0.1895,1.0,1583
1080,動詞,231,駆ける,3,3,0.1895,1.0,1583
1081,名詞,639,高校,3,3,0.1895,1.0,1583
1082,名詞,639,７,3,3,0.1895,1.0,1583
1083,名詞,639,～,3,3,0.1895,1.0,1583
1084,名詞,801,網,6,2,0.1263,3.0,1583
1085,名詞,801,リコーダー,5,2,0.1263,2.5,1583
1086,名詞,801,スタンド,4,2,0.1263,2.0,1583
1087,名詞,801,ランドセル,4,2,0.1263,2.0,1583
1088,名詞,801,本棚,4,2,0.1263,2.0,1583
1089,名詞,801,砂,4,2,0.1263,2.0,1583
1090,名詞,801,配水,4,2,0.1263,2.0,1583
1091,動詞,273,たたく,3,2,0.1263,1.5,1583
1092,名詞,801,アルミ,3,2,0.1263,1.5,1583
1093,名詞,801,ストック,3,2,0.1263,1.5,1583
1094,名詞,801,バッド,3,2,0.1263,1.5,1583
1095,名詞,801,バトン,3,2,0.1263,1.5,1583
1096,名詞,801,ピース,3,2,0.1263,1.5,1583
1097,名詞,801,ベッド,3,2,0.1263,1.5,1583
1098,名詞,801,ミニ,3,2,0.1263,1.5,1583
1099,名詞,801,ラクロス,3,2,0.1263,1.5,1583
1100,名詞,801,上着,3,2,0.1263,1.5,1583
1101,名詞,801,交代,3,2,0.1263,1.5,1583
1102,名詞,801,倒立,3,2,0.1263,1.5,1583
1103,名詞,801,出入口,3,2,0.1263,1.5,1583
1104,名詞,801,動作,3,2,0.1263,1.5,1583
1105,名詞,801,周,3,2,0.1263,1.5,1583
1106,名詞,801,岩,3,2,0.1263,1.5,1583
1107,名詞,801,捕手,3,2,0.1263,1.5,1583
1108,名詞,801,朝礼,3,2,0.1263,1.5,1583
1109,名詞,801,機,3,2,0.1263,1.5,1583
1110,名詞,801,欄干,3,2,0.1263,1.5,1583
1111,名詞,801,段ボール,3,2,0.1263,1.5,1583
1112,名詞,801,氷,3,2,0.1263,1.5,1583
1113,名詞,801,沿い,3,2,0.1263,1.5,1583
1114,名詞,801,渡し,3,2,0.1263,1.5,1583
1115,名詞,801,白線,3,2,0.1263,1.5,1583
1116,名詞,801,社会,3,2,0.1263,1.5,1583
1117,動詞,273,笑う,3,2,0.1263,1.5,1583
1118,名詞,801,箒,3,2,0.1263,1.5,1583
1119,名詞,801,芝生,3,2,0.1263,1.5,1583
1120,動詞,273,踏む,3,2,0.1263,1.5,1583
1121,名詞,801,部屋,3,2,0.1263,1.5,1583
1122,名詞,801,門,3,2,0.1263,1.5,1583
1123,動詞,273,食いしばる,3,2,0.1263,1.5,1583
1124,名詞,801,(,2,2,0.1263,1.0,1583
1125,名詞,801,40,2,2,0.1263,1.0,1583
1126,名詞,801,cm,2,2,0.1263,1.0,1583
1127,動詞,273,あがる,2,2,0.1263,1.0,1583
1128,名詞,801,いさかい,2,2,0.1263,1.0,1583
1129,動詞,273,うつ,2,2,0.1263,1.0,1583
1130,名詞,801,うつ,2,2,0.1263,1.0,1583
1131,動詞,273,おりる,2,2,0.1263,1.0,1583
1132,動詞,273,かけあう,2,2,0.1263,1.0,1583
1133,名詞,801,かたち,2,2,0.1263,1.0,1583
1134,名詞,801,か月,2,2,0.1263,1.0,1583
1135,動詞,273,くう,2,2,0.1263,1.0,1583
1136,動詞,273,くぐる,2,2,0.1263,1.0,1583
1137,動詞,273,くずす,2,2,0.1263,1.0,1583
1138,動詞,273,けす,2,2,0.1263,1.0,1583
1139,名詞,801,こぎ,2,2,0.1263,1.0,1583
1140,動詞,273,ころぶ,2,2,0.1263,1.0,1583
1141,動詞,273,さしかかる,2,2,0.1263,1.0,1583
1142,名詞,801,しっぽ,2,2,0.1263,1.0,1583
1143,動詞,273,すくう,2,2,0.1263,1.0,1583
1144,動詞,273,すり抜ける,2,2,0.1263,1.0,1583
1145,動詞,273,そこなう,2,2,0.1263,1.0,1583
1146,動詞,273,そらす,2,2,0.1263,1.0,1583
1147,動詞,273,たまる,2,2,0.1263,1.0,1583
1148,名詞,801,ちょっかい,2,2,0.1263,1.0,1583
1149,動詞,273,つかまえる,2,2,0.1263,1.0,1583
1150,動詞,273,つながる,2,2,0.1263,1.0,1583
1151,名詞,801,つもり,2,2,0.1263,1.0,1583
1152,動詞,273,とばす,2,2,0.1263,1.0,1583
1153,名詞,801,とり,2,2,0.1263,1.0,1583
1154,動詞,273,なくなる,2,2,0.1263,1.0,1583
1155,形容詞,12,にくい,2,2,0.1263,1.0,1583
1156,動詞,273,のける,2,2,0.1263,1.0,1583
1157,動詞,273,はさまる,2,2,0.1263,1.0,1583
1158,動詞,273,ひっかける,2,2,0.1263,1.0,1583
1159,形容詞,12,ひどい,2,2,0.1263,1.0,1583
1160,名詞,801,びっくり,2,2,0.1263,1.0,1583
1161,動詞,273,ふさがる,2,2,0.1263,1.0,1583
1162,動詞,273,ぶら下がる,2,2,0.1263,1.0,1583
1163,名詞,801,まね,2,2,0.1263,1.0,1583
1164,動詞,273,まわる,2,2,0.1263,1.0,1583
1165,形容詞,12,やすい,2,2,0.1263,1.0,1583
1166,形容詞,12,よい,2,2,0.1263,1.0,1583
1167,名詞,801,アイスホッケー,2,2,0.1263,1.0,1583
1168,名詞,801,イレギュラーボール,2,2,0.1263,1.0,1583
1169,名詞,801,オーバー,2,2,0.1263,1.0,1583
1170,名詞,801,ガード,2,2,0.1263,1.0,1583
1171,名詞,801,キャンプ,2,2,0.1263,1.0,1583
1172,名詞,801,クラスメイト,2,2,0.1263,1.0,1583
1173,名詞,801,クランク,2,2,0.1263,1.0,1583
1174,名詞,801,クリア,2,2,0.1263,1.0,1583
1175,名詞,801,コンクール,2,2,0.1263,1.0,1583
1176,名詞,801,コントロール,2,2,0.1263,1.0,1583
1177,名詞,801,サボテン,2,2,0.1263,1.0,1583
1178,名詞,801,サーキット,2,2,0.1263,1.0,1583
1179,名詞,801,サークル,2,2,0.1263,1.0,1583
1180,名詞,801,スキップ,2,2,0.1263,1.0,1583
1181,名詞,801,スタート,2,2,0.1263,1.0,1583
1182,名詞,801,スペース,2,2,0.1263,1.0,1583
1183,名詞,801,スポーク,2,2,0.1263,1.0,1583
1184,名詞,801,スライダー,2,2,0.1263,1.0,1583
1185,名詞,801,ズボン,2,2,0.1263,1.0,1583
1186,名詞,801,タッチ,2,2,0.1263,1.0,1583
1187,名詞,801,テーブル,2,2,0.1263,1.0,1583
1188,名詞,801,トレ,2,2,0.1263,1.0,1583
1189,名詞,801,トンボ,2,2,0.1263,1.0,1583
1190,名詞,801,バス,2,2,0.1263,1.0,1583
1191,名詞,801,バッグ,2,2,0.1263,1.0,1583
1192,名詞,801,パニック,2,2,0.1263,1.0,1583
1193,名詞,801,ピロティ,2,2,0.1263,1.0,1583
1194,名詞,801,フォロー,2,2,0.1263,1.0,1583
1195,名詞,801,フットボール,2,2,0.1263,1.0,1583
1196,名詞,801,フラッグ,2,2,0.1263,1.0,1583
1197,名詞,801,フロアー,2,2,0.1263,1.0,1583
1198,名詞,801,プレイルーム,2,2,0.1263,1.0,1583
1199,名詞,801,プレーヤー,2,2,0.1263,1.0,1583
1200,名詞,801,ペットボトル,2,2,0.1263,1.0,1583
1201,名詞,801,ボランティア,2,2,0.1263,1.0,1583
1202,名詞,801,マラソン,2,2,0.1263,1.0,1583
1203,名詞,801,ミニゲーム,2,2,0.1263,1.0,1583
1204,名詞,801,ムカデ,2,2,0.1263,1.0,1583
1205,名詞,801,ラン,2,2,0.1263,1.0,1583
1206,名詞,801,ランチ,2,2,0.1263,1.0,1583
1207,名詞,801,リズム,2,2,0.1263,1.0,1583
1208,名詞,801,リング,2,2,0.1263,1.0,1583
1209,名詞,801,ルーム,2,2,0.1263,1.0,1583
1210,名詞,801,ルール,2,2,0.1263,1.0,1583
1211,名詞,801,ワイヤー,2,2,0.1263,1.0,1583
1212,名詞,801,ワックス,2,2,0.1263,1.0,1583
1213,名詞,801,一番,2,2,0.1263,1.0,1583
1214,名詞,801,三塁手,2,2,0.1263,1.0,1583
1215,名詞,801,上り,2,2,0.1263,1.0,1583
1216,名詞,801,上体,2,2,0.1263,1.0,1583
1217,名詞,801,上前,2,2,0.1263,1.0,1583
1218,名詞,801,上靴,2,2,0.1263,1.0,1583
1219,名詞,801,下山,2,2,0.1263,1.0,1583
1220,名詞,801,不意,2,2,0.1263,1.0,1583
1221,名詞,801,不良,2,2,0.1263,1.0,1583
1222,名詞,801,並列,2,2,0.1263,1.0,1583
1223,動詞,273,乗せる,2,2,0.1263,1.0,1583
1224,名詞,801,乗用車,2,2,0.1263,1.0,1583
1225,名詞,801,予行,2,2,0.1263,1.0,1583
1226,名詞,801,事,2,2,0.1263,1.0,1583
1227,名詞,801,介助,2,2,0.1263,1.0,1583
1228,名詞,801,伏せ,2,2,0.1263,1.0,1583
1229,動詞,273,休む,2,2,0.1263,1.0,1583
1230,名詞,801,休養,2,2,0.1263,1.0,1583
1231,名詞,801,会話,2,2,0.1263,1.0,1583
1232,名詞,801,体験,2,2,0.1263,1.0,1583
1233,動詞,273,作る,2,2,0.1263,1.0,1583
1234,名詞,801,便座,2,2,0.1263,1.0,1583
1235,動詞,273,促す,2,2,0.1263,1.0,1583
1236,名詞,801,保存,2,2,0.1263,1.0,1583
1237,動詞,273,借りる,2,2,0.1263,1.0,1583
1238,名詞,801,入学,2,2,0.1263,1.0,1583
1239,名詞,801,入浴,2,2,0.1263,1.0,1583
1240,名詞,801,全体,2,2,0.1263,1.0,1583
1241,名詞,801,全校,2,2,0.1263,1.0,1583
1242,動詞,273,凍る,2,2,0.1263,1.0,1583
1243,動詞,273,出せる,2,2,0.1263,1.0,1583
1244,名詞,801,出発,2,2,0.1263,1.0,1583
1245,動詞,273,出過ぎる,2,2,0.1263,1.0,1583
1246,名詞,801,判断,2,2,0.1263,1.0,1583
1247,名詞,801,別れ,2,2,0.1263,1.0,1583
1248,名詞,801,到着,2,2,0.1263,1.0,1583
1249,名詞,801,制服,2,2,0.1263,1.0,1583
1250,名詞,801,前側,2,2,0.1263,1.0,1583
1251,名詞,801,前衛,2,2,0.1263,1.0,1583
1252,動詞,273,加わる,2,2,0.1263,1.0,1583
1253,動詞,273,動かす,2,2,0.1263,1.0,1583
1254,名詞,801,勢,2,2,0.1263,1.0,1583
1255,名詞,801,医療,2,2,0.1263,1.0,1583
1256,名詞,801,半身,2,2,0.1263,1.0,1583
1257,名詞,801,半面,2,2,0.1263,1.0,1583
1258,形容詞,12,危ない,2,2,0.1263,1.0,1583
1259,名詞,801,危険,2,2,0.1263,1.0,1583
1260,動詞,273,反れる,2,2,0.1263,1.0,1583
1261,名詞,801,反射,2,2,0.1263,1.0,1583
1262,名詞,801,反応,2,2,0.1263,1.0,1583
1263,名詞,801,反転,2,2,0.1263,1.0,1583
1264,動詞,273,取りあう,2,2,0.1263,1.0,1583
1265,動詞,273,取り付ける,2,2,0.1263,1.0,1583
1266,名詞,801,受け渡し,2,2,0.1263,1.0,1583
1267,名詞,801,受講,2,2,0.1263,1.0,1583
1268,名詞,801,口前,2,2,0.1263,1.0,1583
1269,名詞,801,右折,2,2,0.1263,1.0,1583
1270,名詞,801,右肩,2,2,0.1263,1.0,1583
1271,動詞,273,合わせる,2,2,0.1263,1.0,1583
1272,名詞,801,合図,2,2,0.1263,1.0,1583
1273,名詞,801,同様,2,2,0.1263,1.0,1583
1274,動詞,273,向う,2,2,0.1263,1.0,1583
1275,名詞,801,喧嘩,2,2,0.1263,1.0,1583
1276,名詞,801,器具,2,2,0.1263,1.0,1583
1277,名詞,801,回り,2,2,0.1263,1.0,1583
1278,名詞,801,回収,2,2,0.1263,1.0,1583
1279,名詞,801,図書,2,2,0.1263,1.0,1583
1280,名詞,801,土手,2,2,0.1263,1.0,1583
1281,名詞,801,型,2,2,0.1263,1.0,1583
1282,名詞,801,塀,2,2,0.1263,1.0,1583
1283,名詞,801,境界,2,2,0.1263,1.0,1583
1284,名詞,801,壁面,2,2,0.1263,1.0,1583
1285,動詞,273,変える,2,2,0.1263,1.0,1583
1286,名詞,801,夕食,2,2,0.1263,1.0,1583
1287,形容詞,12,多い,2,2,0.1263,1.0,1583
1288,名詞,801,多目的,2,2,0.1263,1.0,1583
1289,名詞,801,大型,2,2,0.1263,1.0,1583
1290,動詞,273,奪い合う,2,2,0.1263,1.0,1583
1291,名詞,801,子,2,2,0.1263,1.0,1583
1292,名詞,801,字,2,2,0.1263,1.0,1583
1293,名詞,801,存在,2,2,0.1263,1.0,1583
1294,名詞,801,学,2,2,0.1263,1.0,1583
1295,名詞,801,安定,2,2,0.1263,1.0,1583
1296,名詞,801,実施,2,2,0.1263,1.0,1583
1297,名詞,801,実践,2,2,0.1263,1.0,1583
1298,名詞,801,実験,2,2,0.1263,1.0,1583
1299,名詞,801,宿舎,2,2,0.1263,1.0,1583
1300,名詞,801,対応,2,2,0.1263,1.0,1583
1301,名詞,801,対戦,2,2,0.1263,1.0,1583
1302,名詞,801,対抗,2,2,0.1263,1.0,1583
1303,名詞,801,尻,2,2,0.1263,1.0,1583
1304,名詞,801,屋内,2,2,0.1263,1.0,1583
1305,名詞,801,左下,2,2,0.1263,1.0,1583
1306,名詞,801,左右,2,2,0.1263,1.0,1583
1307,名詞,801,左端,2,2,0.1263,1.0,1583
1308,名詞,801,差,2,2,0.1263,1.0,1583
1309,動詞,273,差しかかる,2,2,0.1263,1.0,1583
1310,動詞,273,巻込む,2,2,0.1263,1.0,1583
1311,名詞,801,帯,2,2,0.1263,1.0,1583
1312,名詞,801,帰り道,2,2,0.1263,1.0,1583
1313,名詞,801,座,2,2,0.1263,1.0,1583
1314,名詞,801,庭,2,2,0.1263,1.0,1583
1315,動詞,273,引っぱる,2,2,0.1263,1.0,1583
1316,動詞,273,張り合う,2,2,0.1263,1.0,1583
1317,名詞,801,当番,2,2,0.1263,1.0,1583
1318,名詞,801,役割,2,2,0.1263,1.0,1583
1319,名詞,801,後日,2,2,0.1263,1.0,1583
1320,名詞,801,急ぎ足,2,2,0.1263,1.0,1583
1321,動詞,273,感じる,2,2,0.1263,1.0,1583
1322,名詞,801,懸垂,2,2,0.1263,1.0,1583
1323,名詞,801,扇風機,2,2,0.1263,1.0,1583
1324,名詞,801,手の甲,2,2,0.1263,1.0,1583
1325,名詞,801,手元,2,2,0.1263,1.0,1583
1326,名詞,801,手本,2,2,0.1263,1.0,1583
1327,名詞,801,打ち合い,2,2,0.1263,1.0,1583
1328,動詞,273,抑える,2,2,0.1263,1.0,1583
1329,名詞,801,投,2,2,0.1263,1.0,1583
1330,動詞,273,投げ捨てる,2,2,0.1263,1.0,1583
1331,動詞,273,抜かす,2,2,0.1263,1.0,1583
1332,動詞,273,抱える,2,2,0.1263,1.0,1583
1333,動詞,273,押し倒す,2,2,0.1263,1.0,1583
1334,動詞,273,拭く,2,2,0.1263,1.0,1583
1335,名詞,801,挟,2,2,0.1263,1.0,1583
1336,動詞,273,挟む,2,2,0.1263,1.0,1583
1337,名詞,801,振り付け,2,2,0.1263,1.0,1583
1338,名詞,801,掛け,2,2,0.1263,1.0,1583
1339,動詞,273,探す,2,2,0.1263,1.0,1583
1340,名詞,801,掲示,2,2,0.1263,1.0,1583
1341,名詞,801,摩擦,2,2,0.1263,1.0,1583
1342,動詞,273,攻め込む,2,2,0.1263,1.0,1583
1343,名詞,801,攻防,2,2,0.1263,1.0,1583
1344,動詞,273,放り出す,2,2,0.1263,1.0,1583
1345,動詞,273,敷く,2,2,0.1263,1.0,1583
1346,名詞,801,施設,2,2,0.1263,1.0,1583
1347,名詞,801,日常,2,2,0.1263,1.0,1583
1348,名詞,801,時限,2,2,0.1263,1.0,1583
1349,形容詞,12,暑い,2,2,0.1263,1.0,1583
1350,形容詞,12,暗い,2,2,0.1263,1.0,1583
1351,名詞,801,暴投,2,2,0.1263,1.0,1583
1352,名詞,801,服,2,2,0.1263,1.0,1583
1353,名詞,801,朦朧,2,2,0.1263,1.0,1583
1354,名詞,801,本校,2,2,0.1263,1.0,1583
1355,名詞,801,植,2,2,0.1263,1.0,1583
1356,名詞,801,構内,2,2,0.1263,1.0,1583
1357,動詞,273,横切る,2,2,0.1263,1.0,1583
1358,名詞,801,樹木,2,2,0.1263,1.0,1583
1359,名詞,801,機関,2,2,0.1263,1.0,1583
1360,動詞,273,歌う,2,2,0.1263,1.0,1583
1361,名詞,801,止め,2,2,0.1263,1.0,1583
1362,名詞,801,歩,2,2,0.1263,1.0,1583
1363,動詞,273,気がつく,2,2,0.1263,1.0,1583
1364,名詞,801,河川敷,2,2,0.1263,1.0,1583
1365,名詞,801,泥,2,2,0.1263,1.0,1583
1366,動詞,273,洗う,2,2,0.1263,1.0,1583
1367,名詞,801,活,2,2,0.1263,1.0,1583
1368,動詞,273,流れる,2,2,0.1263,1.0,1583
1369,名詞,801,消しゴム,2,2,0.1263,1.0,1583
1370,名詞,801,液,2,2,0.1263,1.0,1583
1371,形容詞,12,深い,2,2,0.1263,1.0,1583
1372,名詞,801,減速,2,2,0.1263,1.0,1583
1373,動詞,273,滑り降りる,2,2,0.1263,1.0,1583
1374,動詞,273,漕ぐ,2,2,0.1263,1.0,1583
1375,名詞,801,点灯,2,2,0.1263,1.0,1583
1376,動詞,273,片付ける,2,2,0.1263,1.0,1583
1377,名詞,801,牛乳,2,2,0.1263,1.0,1583
1378,名詞,801,牽制,2,2,0.1263,1.0,1583
1379,形容詞,12,狭い,2,2,0.1263,1.0,1583
1380,名詞,801,猫,2,2,0.1263,1.0,1583
1381,名詞,801,球体,2,2,0.1263,1.0,1583
1382,名詞,801,生,2,2,0.1263,1.0,1583
1383,動詞,273,生じる,2,2,0.1263,1.0,1583
1384,名詞,801,用具,2,2,0.1263,1.0,1583
1385,名詞,801,畑,2,2,0.1263,1.0,1583
1386,名詞,801,症状,2,2,0.1263,1.0,1583
1387,名詞,801,皆,2,2,0.1263,1.0,1583
1388,名詞,801,目的,2,2,0.1263,1.0,1583
1389,動詞,273,直す,2,2,0.1263,1.0,1583
1390,名詞,801,看板,2,2,0.1263,1.0,1583
1391,名詞,801,真似,2,2,0.1263,1.0,1583
1392,名詞,801,着,2,2,0.1263,1.0,1583
1393,動詞,273,着替える,2,2,0.1263,1.0,1583
1394,名詞,801,着用,2,2,0.1263,1.0,1583
1395,名詞,801,矯正,2,2,0.1263,1.0,1583
1396,動詞,273,砕ける,2,2,0.1263,1.0,1583
1397,動詞,273,磨く,2,2,0.1263,1.0,1583
1398,動詞,273,移る,2,2,0.1263,1.0,1583
1399,名詞,801,稽古,2,2,0.1263,1.0,1583
1400,名詞,801,空き缶,2,2,0.1263,1.0,1583
1401,動詞,273,突く,2,2,0.1263,1.0,1583
1402,動詞,273,競う,2,2,0.1263,1.0,1583
1403,名詞,801,筋,2,2,0.1263,1.0,1583
1404,名詞,801,籠,2,2,0.1263,1.0,1583
1405,動詞,273,組み合う,2,2,0.1263,1.0,1583
1406,名詞,801,経過,2,2,0.1263,1.0,1583
1407,名詞,801,結果,2,2,0.1263,1.0,1583
1408,名詞,801,職員,2,2,0.1263,1.0,1583
1409,名詞,801,股間,2,2,0.1263,1.0,1583
1410,名詞,801,背走,2,2,0.1263,1.0,1583
1411,動詞,273,脱げる,2,2,0.1263,1.0,1583
1412,名詞,801,脳,2,2,0.1263,1.0,1583
1413,動詞,273,腰掛ける,2,2,0.1263,1.0,1583
1414,名詞,801,腹ばい,2,2,0.1263,1.0,1583
1415,名詞,801,腹筋,2,2,0.1263,1.0,1583
1416,名詞,801,自ら,2,2,0.1263,1.0,1583
1417,名詞,801,自陣,2,2,0.1263,1.0,1583
1418,名詞,801,舗装,2,2,0.1263,1.0,1583
1419,名詞,801,草地,2,2,0.1263,1.0,1583
1420,名詞,801,落ち葉,2,2,0.1263,1.0,1583
1421,名詞,801,行進,2,2,0.1263,1.0,1583
1422,名詞,801,衣服,2,2,0.1263,1.0,1583
1423,動詞,273,被さる,2,2,0.1263,1.0,1583
1424,名詞,801,補助,2,2,0.1263,1.0,1583
1425,名詞,801,補習,2,2,0.1263,1.0,1583
1426,名詞,801,裸足,2,2,0.1263,1.0,1583
1427,名詞,801,記録,2,2,0.1263,1.0,1583
1428,名詞,801,話し合い,2,2,0.1263,1.0,1583
1429,動詞,273,話す,2,2,0.1263,1.0,1583
1430,動詞,273,読む,2,2,0.1263,1.0,1583
1431,動詞,273,貼る,2,2,0.1263,1.0,1583
1432,動詞,273,走り去る,2,2,0.1263,1.0,1583
1433,動詞,273,起こる,2,2,0.1263,1.0,1583
1434,動詞,273,足りる,2,2,0.1263,1.0,1583
1435,名詞,801,路肩,2,2,0.1263,1.0,1583
1436,名詞,801,軌道,2,2,0.1263,1.0,1583
1437,名詞,801,軟式,2,2,0.1263,1.0,1583
1438,名詞,801,農業,2,2,0.1263,1.0,1583
1439,名詞,801,近隣,2,2,0.1263,1.0,1583
1440,動詞,273,迫る,2,2,0.1263,1.0,1583
1441,動詞,273,追い越す,2,2,0.1263,1.0,1583
1442,動詞,273,送る,2,2,0.1263,1.0,1583
1443,名詞,801,逃げ,2,2,0.1263,1.0,1583
1444,動詞,273,通り過ぎる,2,2,0.1263,1.0,1583
1445,名詞,801,通行人,2,2,0.1263,1.0,1583
1446,形容詞,12,速い,2,2,0.1263,1.0,1583
1447,名詞,801,進入,2,2,0.1263,1.0,1583
1448,名詞,801,道幅,2,2,0.1263,1.0,1583
1449,名詞,801,選択,2,2,0.1263,1.0,1583
1450,形容詞,12,重い,2,2,0.1263,1.0,1583
1451,名詞,801,金具,2,2,0.1263,1.0,1583
1452,名詞,801,針金,2,2,0.1263,1.0,1583
1453,名詞,801,鍵,2,2,0.1263,1.0,1583
1454,名詞,801,長距離,2,2,0.1263,1.0,1583
1455,動詞,273,閉める,2,2,0.1263,1.0,1583
1456,動詞,273,開ける,2,2,0.1263,1.0,1583
1457,名詞,801,阻止,2,2,0.1263,1.0,1583
1458,名詞,801,降雪,2,2,0.1263,1.0,1583
1459,名詞,801,陰,2,2,0.1263,1.0,1583
1460,名詞,801,隅,2,2,0.1263,1.0,1583
1461,名詞,801,音,2,2,0.1263,1.0,1583
1462,名詞,801,頚部,2,2,0.1263,1.0,1583
1463,名詞,801,頭上,2,2,0.1263,1.0,1583
1464,名詞,801,頭痛,2,2,0.1263,1.0,1583
1465,名詞,801,頭頂,2,2,0.1263,1.0,1583
1466,名詞,801,頸椎,2,2,0.1263,1.0,1583
1467,名詞,801,風,2,2,0.1263,1.0,1583
1468,名詞,801,風呂,2,2,0.1263,1.0,1583
1469,動詞,273,飛びかかる,2,2,0.1263,1.0,1583
1470,名詞,801,養護,2,2,0.1263,1.0,1583
