順位,品詞,基本形,出現回数,出現事例数
1912,名詞,ダウン,1,1
1913,名詞,ダメージ,1,1
1914,名詞,チェック,1,1
1915,名詞,チップ,1,1
1916,名詞,チャンス,1,1
1917,名詞,チョーク,1,1
1918,名詞,テープ,1,1
1919,名詞,デイフェンス,1,1
1920,名詞,デットボール,1,1
1921,名詞,トップ,1,1
1922,名詞,トンネル,1,1
1923,名詞,ドッジフリスビー,1,1
1924,名詞,ドリル,1,1
1925,名詞,ニヤッ,1,1
1926,名詞,ネクストバッターズサークル,1,1
1927,名詞,ノブ,1,1
1928,名詞,ノルマ,1,1
1929,名詞,ノー,1,1
1930,名詞,ハイキング,1,1
1931,名詞,ハーフ,1,1
1932,名詞,ハーフパイプコース,1,1
1933,名詞,バイパス,1,1
1934,名詞,バインダー,1,1
1935,名詞,バケツ,1,1
1936,名詞,バチ,1,1
1937,名詞,バルコニー,1,1
1938,名詞,バーベキュー,1,1
1939,名詞,パソコン,1,1
1940,名詞,パドル,1,1
1941,名詞,パネル,1,1
1942,名詞,パンク,1,1
1943,名詞,ヒット,1,1
1944,名詞,ヒューム,1,1
1945,名詞,ビックバレー,1,1
1946,名詞,ビニール,1,1
1947,名詞,ピッチング,1,1
1948,名詞,ピンポン,1,1
1949,名詞,ファウルグラウンド,1,1
1950,名詞,ファールチップボール,1,1
1951,名詞,フォーメーション,1,1
1952,名詞,フットベース,1,1
1953,名詞,フリスビー,1,1
1954,名詞,フルスイング,1,1
1955,名詞,ブリッジ,1,1
1956,名詞,ブルペン,1,1
1957,名詞,ブース,1,1
1958,名詞,ブーツ,1,1
1959,名詞,プレイ,1,1
1960,名詞,プレス,1,1
1961,名詞,プロレス,1,1
1962,名詞,ヘッド,1,1
1963,名詞,ベルト,1,1
1964,名詞,ホック,1,1
1965,名詞,ボックス,1,1
1966,名詞,ボレー,1,1
1967,名詞,ポート,1,1
1968,名詞,マシーン,1,1
1969,名詞,マッチ,1,1
1970,名詞,マンション,1,1
1971,名詞,マンツーマン,1,1
1972,名詞,ミス,1,1
1973,名詞,ミット,1,1
1974,名詞,ム,1,1
1975,名詞,メガネ,1,1
1976,名詞,メン,1,1
1977,名詞,メンバー,1,1
1978,名詞,ヤスリ,1,1
1979,名詞,ユニ,1,1
1980,名詞,ライン,1,1
1981,名詞,ラットプルダウン,1,1
1982,名詞,ラフティング,1,1
1983,名詞,ラリー,1,1
1984,名詞,ランス,1,1
1985,名詞,ランディングバーン,1,1
1986,名詞,リ,1,1
1987,名詞,リンク,1,1
1988,名詞,レイアップシュート,1,1
1989,名詞,レンガ,1,1
1990,名詞,レントゲン,1,1
1991,名詞,レーキ,1,1
1992,名詞,ロイター,1,1
1993,名詞,ロングパス,1,1
1994,名詞,ロータリー,1,1
1995,名詞,ロード,1,1
1996,名詞,ローラースケート,1,1
1997,名詞,ワンバウンドキャッチボール,1,1
1998,名詞,ワンマン,1,1
1999,名詞,・,1,1
2000,名詞,㎏,1,1
2001,名詞,一つ,1,1
2002,名詞,一周,1,1
2003,名詞,一方,1,1
2004,名詞,一時,1,1
2005,名詞,一輪車,1,1
2006,名詞,上中切,1,1
2007,名詞,上側,1,1
2008,名詞,上半身,1,1
2009,名詞,上方,1,1
2010,名詞,上段,1,1
2011,名詞,上肢,1,1
2012,名詞,下り,1,1
2013,名詞,下切,1,1
2014,名詞,下半身,1,1
2015,名詞,下敷き,1,1
2016,名詞,下段,1,1
2017,名詞,下水道,1,1
2018,名詞,下級生,1,1
2019,名詞,下肢,1,1
2020,名詞,下腿,1,1
2021,名詞,下部,1,1
2022,名詞,不具合,1,1
2023,名詞,不在,1,1
2024,名詞,不安定,1,1
2025,名詞,不正,1,1
2026,名詞,不自由,1,1
2027,名詞,世界,1,1
2028,名詞,両側,1,1
2029,名詞,並,1,1
2030,名詞,中切,1,1
2031,名詞,中学,1,1
2032,名詞,中学校,1,1
2033,名詞,中学生,1,1
2034,名詞,中心,1,1
2035,名詞,中腹,1,1
2036,名詞,中身,1,1
2037,名詞,主,1,1
2038,名詞,乗,1,1
2039,名詞,乗り,1,1
2040,名詞,乗車,1,1
2041,名詞,乱,1,1
2042,名詞,乱打,1,1
2043,名詞,予定,1,1
2044,名詞,予後,1,1
2045,名詞,予想,1,1
2046,名詞,予鈴,1,1
2047,名詞,事前,1,1
2048,名詞,事情,1,1
2049,名詞,事故,1,1
2050,名詞,二塁手,1,1
2051,名詞,些細,1,1
2052,名詞,交換,1,1
2053,名詞,人数,1,1
2054,名詞,人間,1,1
2055,名詞,今回,1,1
2056,名詞,仕事,1,1
2057,名詞,他者,1,1
2058,名詞,付き,1,1
2059,名詞,付け根,1,1
2060,名詞,代わり,1,1
2061,名詞,以外,1,1
2062,名詞,仮装,1,1
2063,名詞,仰向け,1,1
2064,名詞,仲間,1,1
2065,名詞,休日,1,1
2066,名詞,休暇,1,1
2067,名詞,休止,1,1
2068,名詞,会場,1,1
2069,名詞,会館,1,1
2070,名詞,伝い,1,1
2071,名詞,住宅,1,1
2072,名詞,体制,1,1
2073,名詞,体力,1,1
2074,名詞,体重,1,1
2075,名詞,余暇,1,1
2076,名詞,作品,1,1
2077,名詞,併走,1,1
2078,名詞,便器,1,1
2079,名詞,保育,1,1
2080,名詞,修学旅行,1,1
2081,名詞,修復,1,1
2082,名詞,修正,1,1
2083,名詞,個室,1,1
2084,名詞,側壁,1,1
2085,名詞,側面,1,1
2086,名詞,偶然,1,1
2087,名詞,傍,1,1
2088,名詞,傷,1,1
2089,名詞,傷み,1,1
2090,名詞,傾姿勢,1,1
2091,名詞,傾斜,1,1
2092,名詞,元,1,1
2093,名詞,先生,1,1
2094,名詞,光,1,1
2095,名詞,入院,1,1
2096,名詞,全速力,1,1
2097,名詞,公立,1,1
2098,名詞,公道,1,1
2099,名詞,共,1,1
2100,名詞,兼,1,1
2101,名詞,円卓,1,1
2102,名詞,円柱,1,1
2103,名詞,円盤,1,1
2104,名詞,円筒,1,1
2105,名詞,円陣,1,1
2106,名詞,冗談,1,1
2107,名詞,冬,1,1
2108,名詞,冬休み,1,1
2109,名詞,処置,1,1
2110,名詞,凸凹,1,1
2111,名詞,出し物,1,1
2112,名詞,出会い,1,1
2113,名詞,出会い頭,1,1
2114,名詞,出入り,1,1
2115,名詞,分担,1,1
2116,名詞,分間,1,1
2117,名詞,切り替え,1,1
2118,名詞,切傷,1,1
2119,名詞,切削,1,1
2120,名詞,初日,1,1
2121,名詞,判明,1,1
2122,名詞,制止,1,1
2123,名詞,制球,1,1
2124,名詞,刺殺,1,1
2125,名詞,前列,1,1
2126,名詞,前夜,1,1
2127,名詞,前屈み,1,1
2128,名詞,前後,1,1
2129,名詞,前腕,1,1
2130,名詞,前面,1,1
2131,名詞,前額,1,1
2132,名詞,創作,1,1
2133,名詞,創傷,1,1
2134,名詞,劇,1,1
2135,名詞,力不足,1,1
2136,名詞,加勢,1,1
2137,名詞,加減,1,1
2138,名詞,加速,1,1
2139,名詞,助走,1,1
2140,名詞,動揺,1,1
2141,名詞,勘違い,1,1
2142,名詞,勝手,1,1
2143,名詞,医,1,1
2144,名詞,医師,1,1
2145,名詞,医院,1,1
2146,名詞,午後,1,1
2147,名詞,南,1,1
2148,名詞,単元,1,1
2149,名詞,印刷物,1,1
2150,名詞,原因,1,1
2151,名詞,双方,1,1
2152,名詞,収穫,1,1
2153,名詞,取っ手,1,1
2154,名詞,取手,1,1
2155,名詞,受身,1,1
2156,名詞,口内,1,1
2157,名詞,叩き,1,1
2158,名詞,台風,1,1
2159,名詞,右腕,1,1
2160,名詞,司令,1,1
2161,名詞,合奏,1,1
2162,名詞,名前,1,1
2163,名詞,吐き気,1,1
2164,名詞,向かい側,1,1
2165,名詞,吸収,1,1
2166,名詞,吹き抜け,1,1
2167,名詞,周回,1,1
2168,名詞,呼吸,1,1
2169,名詞,咬傷,1,1
2170,名詞,品,1,1
2171,名詞,喪失,1,1
2172,名詞,四,1,1
2173,名詞,四肢,1,1
2174,名詞,因縁,1,1
2175,名詞,国民,1,1
2176,名詞,国語,1,1
2177,名詞,土,1,1
2178,名詞,圧迫,1,1
2179,名詞,地,1,1
2180,名詞,地上,1,1
2181,名詞,地下道,1,1
2182,名詞,地図,1,1
2183,名詞,地点,1,1
2184,名詞,堤防,1,1
2185,名詞,塁間,1,1
2186,名詞,塗りたて,1,1
2187,名詞,塾,1,1
2188,名詞,壁際,1,1
2189,名詞,壊死,1,1
2190,名詞,声援,1,1
2191,名詞,変化,1,1
2192,名詞,変更,1,1
2193,名詞,夏休み,1,1
2194,名詞,外そう,1,1
2195,名詞,外周,1,1
2196,名詞,外科,1,1
2197,名詞,外部,1,1
2198,名詞,夜道,1,1
2199,名詞,夢中,1,1
2200,名詞,大変,1,1
2201,名詞,大腿,1,1
2202,名詞,大車輪,1,1
2203,名詞,大雨,1,1
2204,名詞,天井,1,1
2205,名詞,天体,1,1
2206,名詞,太陽,1,1
2207,名詞,奥,1,1
2208,名詞,奪い合い,1,1
2209,名詞,嫌がらせ,1,1
2210,名詞,子ども,1,1
2211,名詞,学芸,1,1
2212,名詞,守り,1,1
2213,名詞,安全,1,1
2214,名詞,家,1,1
2215,名詞,家庭科,1,1
2216,名詞,宿,1,1
2217,名詞,密集,1,1
2218,名詞,寮,1,1
2219,名詞,寸前,1,1
2220,名詞,対向,1,1
2221,名詞,対面,1,1
2222,名詞,小,1,1
2223,名詞,小学校,1,1
2224,名詞,小学生,1,1
2225,名詞,小石,1,1
2226,名詞,就労,1,1
2227,名詞,就寝,1,1
2228,名詞,尻餅,1,1
2229,名詞,屋外,1,1
2230,名詞,屋根,1,1
2231,名詞,山,1,1
2232,名詞,崖,1,1
2233,名詞,崩し,1,1
2234,名詞,巡回,1,1
2235,名詞,工事,1,1
2236,名詞,工場,1,1
2237,名詞,工業,1,1
2238,名詞,左寄り,1,1
2239,名詞,巴,1,1
2240,名詞,巾着,1,1
2241,名詞,市民,1,1
2242,名詞,市長,1,1
2243,名詞,布,1,1
2244,名詞,希望,1,1
2245,名詞,帰,1,1
2246,名詞,平面,1,1
2247,名詞,幹,1,1
2248,名詞,幼虫,1,1
2249,名詞,庇,1,1
2250,名詞,床の間,1,1
2251,名詞,底面,1,1
2252,名詞,座席,1,1
2253,名詞,庭石,1,1
2254,名詞,建設,1,1
2255,名詞,弓道,1,1
2256,名詞,引き,1,1
2257,名詞,引き戸,1,1
2258,名詞,引率,1,1
2259,名詞,強化,1,1
2260,名詞,当時,1,1
2261,名詞,形態,1,1
2262,名詞,往来,1,1
2263,名詞,待ち,1,1
2264,名詞,後かたづけ,1,1
2265,名詞,後半,1,1
2266,名詞,後口,1,1
2267,名詞,後戻り,1,1
2268,名詞,後部,1,1
2269,名詞,徐行,1,1
2270,名詞,必死,1,1
2271,名詞,忘れ,1,1
2272,名詞,怒り,1,1
2273,名詞,急停車,1,1
2274,名詞,急斜面,1,1
2275,名詞,息,1,1
2276,名詞,悪ふざけ,1,1
2277,名詞,想像,1,1
2278,名詞,想定,1,1
2279,名詞,感情,1,1
2280,名詞,感謝,1,1
2281,名詞,態度,1,1
2282,名詞,成功,1,1
2283,名詞,成長,1,1
2284,名詞,戸,1,1
2285,名詞,戸締り,1,1
2286,名詞,所属,1,1
2287,名詞,手のひら,1,1
2288,名詞,手伝い,1,1
2289,名詞,手提げ,1,1
2290,名詞,手放し,1,1
2291,名詞,手洗い,1,1
2292,名詞,手袋,1,1
2293,名詞,打,1,1
2294,名詞,打ち,1,1
2295,名詞,打ち合わせ,1,1
2296,名詞,打撲傷,1,1
2297,名詞,払い,1,1
2298,名詞,抵抗,1,1
2299,名詞,押し合い,1,1
2300,名詞,持病,1,1
2301,名詞,挙,1,1
2302,名詞,挨拶,1,1
2303,名詞,挫創,1,1
2304,名詞,振盪,1,1
2305,名詞,排水,1,1
2306,名詞,排泄,1,1
2307,名詞,採取,1,1
2308,名詞,握り,1,1
2309,名詞,携帯,1,1
2310,名詞,摺り,1,1
2311,名詞,撮影,1,1
2312,名詞,支台歯,1,1
2313,名詞,放課,1,1
2314,名詞,故障,1,1
2315,名詞,教務,1,1
2316,名詞,教壇,1,1
2317,名詞,教官,1,1
2318,名詞,散歩,1,1
2319,名詞,数学,1,1
2320,名詞,整備,1,1
2321,名詞,整列,1,1
2322,名詞,整地,1,1
2323,名詞,敷地,1,1
2324,名詞,文鎮,1,1
2325,名詞,新人,1,1
2326,名詞,新聞紙,1,1
2327,名詞,日光,1,1
2328,名詞,日曜日,1,1
2329,名詞,早退,1,1
2330,名詞,春,1,1
2331,名詞,春休み,1,1
2332,名詞,普段,1,1
2333,名詞,暇,1,1
2334,名詞,暴力,1,1
2335,名詞,暴行,1,1
2336,名詞,曲がり角,1,1
2337,名詞,更衣,1,1
2338,名詞,最初,1,1
2339,名詞,朝露,1,1
2340,名詞,朝食,1,1
2341,名詞,木,1,1
2342,名詞,本塁,1,1
2343,名詞,本格,1,1
2344,名詞,杯,1,1
2345,名詞,松ぼっくり,1,1
2346,名詞,林道,1,1
2347,名詞,林間,1,1
2348,名詞,校生,1,1
2349,名詞,根,1,1
2350,名詞,格好,1,1
2351,名詞,格技,1,1
2352,名詞,棒高跳び,1,1
2353,名詞,棚,1,1
2354,名詞,棟,1,1
2355,名詞,植え込み,1,1
2356,名詞,構え,1,1
2357,名詞,様,1,1
2358,名詞,様子,1,1
2359,名詞,標,1,1
2360,名詞,標識,1,1
2361,名詞,横向き,1,1
2362,名詞,横壁,1,1
2363,名詞,横目,1,1
2364,名詞,機具,1,1
2365,名詞,機能,1,1
2366,名詞,欠落,1,1
2367,名詞,歌,1,1
2368,名詞,武道,1,1
2369,名詞,武道館,1,1
2370,名詞,歩き,1,1
2371,名詞,歯ぐき,1,1
2372,名詞,歯磨き,1,1
2373,名詞,歯髄,1,1
2374,名詞,死球,1,1
2375,名詞,死骸,1,1
2376,名詞,残存,1,1
2377,名詞,残雪,1,1
2378,名詞,殴り合い,1,1
2379,名詞,段上,1,1
2380,名詞,民家,1,1
2381,名詞,民宿,1,1
2382,名詞,気味,1,1
2383,名詞,気持ち,1,1
2384,名詞,水しぶき,1,1
2385,名詞,水中,1,1
2386,名詞,水切り,1,1
2387,名詞,水田,1,1
2388,名詞,水道,1,1
2389,名詞,氷上,1,1
2390,名詞,洋式,1,1
2391,名詞,洗面,1,1
2392,名詞,海,1,1
2393,名詞,消し,1,1
2394,名詞,消失,1,1
2395,名詞,消灯,1,1
2396,名詞,温水,1,1
2397,名詞,湖,1,1
2398,名詞,湿気,1,1
2399,名詞,溶接,1,1
2400,名詞,滑落,1,1
2401,名詞,激怒,1,1
2402,名詞,灯,1,1
2403,名詞,灰色,1,1
2404,名詞,災害,1,1
2405,名詞,炎症,1,1
2406,名詞,無理,1,1
2407,名詞,熱,1,1
2408,名詞,片側,1,1
2409,名詞,片足,1,1
2410,名詞,物語,1,1
2411,名詞,独歩,1,1
2412,名詞,玉,1,1
2413,名詞,玩具,1,1
2414,名詞,班長,1,1
2415,名詞,現地,1,1
2416,名詞,現時点,1,1
2417,名詞,球場,1,1
2418,名詞,環境,1,1
2419,名詞,産業,1,1
2420,名詞,用水,1,1
2421,名詞,田んぼ,1,1
2422,名詞,甲骨,1,1
2423,名詞,男児,1,1
2424,名詞,画面,1,1
2425,名詞,番目,1,1
2426,名詞,異常,1,1
2427,名詞,痙攣,1,1
2428,名詞,痛,1,1
2429,名詞,瘢痕,1,1
2430,名詞,発展,1,1
2431,名詞,発熱,1,1
2432,名詞,発達,1,1
2433,名詞,登,1,1
2434,名詞,登り,1,1
2435,名詞,登山,1,1
2436,名詞,百足,1,1
2437,名詞,盗塁,1,1
2438,名詞,目撃,1,1
2439,名詞,目測,1,1
2440,名詞,直径,1,1
2441,名詞,直進,1,1
2442,名詞,相手方,1,1
2443,名詞,相談,1,1
2444,名詞,真似事,1,1
2445,名詞,真後ろ,1,1
2446,名詞,眼鏡,1,1
2447,名詞,着替え,1,1
2448,名詞,知らん顔,1,1
2449,名詞,短め,1,1
2450,名詞,砂防,1,1
2451,名詞,研修,1,1
2452,名詞,硬球,1,1
2453,名詞,礼,1,1
2454,名詞,神経,1,1
2455,名詞,私語,1,1
2456,名詞,科学,1,1
2457,名詞,穴,1,1
2458,名詞,空,1,1
2459,名詞,空き,1,1
2460,名詞,空手,1,1
2461,名詞,突っ込み,1,1
2462,名詞,突破,1,1
2463,名詞,突進,1,1
2464,名詞,窓側,1,1
2465,名詞,立ち木,1,1
2466,名詞,立て,1,1
2467,名詞,竹刀,1,1
2468,名詞,筋力,1,1
2469,名詞,箇所,1,1
2470,名詞,範囲,1,1
2471,名詞,築山,1,1
2472,名詞,約束,1,1
2473,名詞,紙,1,1
2474,名詞,紛失,1,1
2475,名詞,終,1,1
2476,名詞,終業,1,1
2477,名詞,組み,1,1
2478,名詞,組立て,1,1
2479,名詞,絵,1,1
2480,名詞,総体,1,1
2481,名詞,線,1,1
2482,名詞,緩やか,1,1
2483,名詞,縄,1,1
2484,名詞,縦,1,1
2485,名詞,翌日,1,1
2486,名詞,翌月,1,1
2487,名詞,習中,1,1
2488,名詞,習慣,1,1
2489,名詞,耳障り,1,1
2490,名詞,職場,1,1
2491,名詞,股下,1,1
2492,名詞,肢体,1,1
2493,名詞,背中合わせ,1,1
2494,名詞,背負い投げ,1,1
2495,名詞,脇腹,1,1
2496,名詞,脇道,1,1
2497,名詞,脳神経,1,1
2498,名詞,脳震盪,1,1
2499,名詞,腕立て伏せ,1,1
2500,名詞,腫れ,1,1
2501,名詞,腰部,1,1
2502,名詞,臀部,1,1
2503,名詞,臥,1,1
2504,名詞,自力,1,1
2505,名詞,自動,1,1
2506,名詞,自学自習,1,1
2507,名詞,自席,1,1
2508,名詞,自慢,1,1
2509,名詞,自然,1,1
2510,名詞,自習,1,1
2511,名詞,艇庫,1,1
2512,名詞,英語,1,1
2513,名詞,落書き,1,1
2514,名詞,落馬,1,1
2515,名詞,虫,1,1
2516,名詞,蛍,1,1
2517,名詞,血,1,1
2518,名詞,行動,1,1
2519,名詞,行方,1,1
2520,名詞,行為,1,1
2521,名詞,街灯,1,1
2522,名詞,街路,1,1
2523,名詞,衝動,1,1
2524,名詞,表示,1,1
2525,名詞,被災,1,1
2526,名詞,装着,1,1
2527,名詞,補,1,1
2528,名詞,製作,1,1
2529,名詞,製図,1,1
2530,名詞,製造,1,1
2531,名詞,裾,1,1
2532,名詞,複数,1,1
2533,名詞,襟,1,1
2534,名詞,見通し,1,1
2535,名詞,視力,1,1
2536,名詞,視界,1,1
2537,名詞,覗き,1,1
2538,名詞,親子,1,1
2539,名詞,親指,1,1
2540,名詞,観戦,1,1
2541,名詞,観測,1,1
2542,名詞,角度,1,1
2543,名詞,訓練,1,1
2544,名詞,記入,1,1
2545,名詞,記念,1,1
2546,名詞,設定,1,1
2547,名詞,許可,1,1
2548,名詞,診断,1,1
2549,名詞,試し,1,1
2550,名詞,試走,1,1
2551,名詞,試験,1,1
2552,名詞,認識,1,1
2553,名詞,誤解,1,1
2554,名詞,読み手,1,1
2555,名詞,誰,1,1
2556,名詞,課外,1,1
2557,名詞,講堂,1,1
2558,名詞,販売,1,1
2559,名詞,買い物,1,1
2560,名詞,走り込み,1,1
2561,名詞,起伏,1,1
2562,名詞,越し,1,1
2563,名詞,足かけ,1,1
2564,名詞,足下,1,1
2565,名詞,足技,1,1
2566,名詞,路地,1,1
2567,名詞,跳ね,1,1
2568,名詞,踏切,1,1
2569,名詞,踵,1,1
2570,名詞,身動き,1,1
2571,名詞,車体,1,1
2572,名詞,転換,1,1
2573,名詞,転送,1,1
2574,名詞,軸,1,1
2575,名詞,軽口,1,1
2576,名詞,込み,1,1
2577,名詞,迂回,1,1
2578,名詞,近所,1,1
2579,名詞,退出,1,1
2580,名詞,退場,1,1
2581,名詞,逆,1,1
2582,名詞,逆さま,1,1
2583,名詞,途端,1,1
2584,名詞,通り,1,1
2585,名詞,通報,1,1
2586,名詞,通過,1,1
2587,名詞,連係,1,1
2588,名詞,連打,1,1
2589,名詞,進路,1,1
2590,名詞,遊撃手,1,1
2591,名詞,運動公園,1,1
2592,名詞,運転,1,1
2593,名詞,過ぎ,1,1
2594,名詞,過剰,1,1
2595,名詞,道具,1,1
2596,名詞,違反,1,1
2597,名詞,違和感,1,1
2598,名詞,遠心,1,1
2599,名詞,適切,1,1
2600,名詞,邪魔,1,1
2601,名詞,配膳,1,1
2602,名詞,重,1,1
2603,名詞,野外,1,1
2604,名詞,野手,1,1
2605,名詞,量,1,1
2606,名詞,鉄柵,1,1
2607,名詞,鉄格子,1,1
2608,名詞,鍵盤,1,1
2609,名詞,長靴,1,1
2610,名詞,門歯,1,1
2611,名詞,開き,1,1
2612,名詞,開催,1,1
2613,名詞,間近,1,1
2614,名詞,防御,1,1
2615,名詞,防止,1,1
2616,名詞,防護,1,1
2617,名詞,隊員,1,1
2618,名詞,随意,1,1
2619,名詞,隙,1,1
2620,名詞,隙間,1,1
2621,名詞,障害,1,1
2622,名詞,隣接,1,1
2623,名詞,集い,1,1
2624,名詞,集団,1,1
2625,名詞,離,1,1
2626,名詞,電信柱,1,1
2627,名詞,電動,1,1
2628,名詞,電話,1,1
2629,名詞,電車,1,1
2630,名詞,露天風呂,1,1
2631,名詞,青,1,1
2632,名詞,青信号,1,1
2633,名詞,靴下,1,1
2634,名詞,靴箱,1,1
2635,名詞,頂上,1,1
2636,名詞,頃,1,1
2637,名詞,類,1,1
2638,名詞,風雨,1,1
2639,名詞,飛び込み,1,1
2640,名詞,馬術,1,1
2641,名詞,馬鹿,1,1
2642,名詞,駅前,1,1
2643,名詞,騎乗,1,1
2644,名詞,骨盤,1,1
2645,名詞,高等,1,1
2646,名詞,高跳,1,1
2647,名詞,髪,1,1
2648,名詞,髪の毛,1,1
2649,名詞,黄色,1,1
2650,名詞,鼓笛隊,1,1
2651,名詞,，,1,1
2652,名詞,８,1,1
2653,名詞,９,1,1
2654,名詞,ｃｍ,1,1
2655,形容詞,いい,1,1
2656,形容詞,うい,1,1
2657,形容詞,しろい,1,1
2658,形容詞,っぽい,1,1
2659,形容詞,はやい,1,1
2660,形容詞,ほしい,1,1
2661,形容詞,ぽい,1,1
2662,形容詞,寒い,1,1
2663,形容詞,小さい,1,1
2664,形容詞,弱い,1,1
2665,形容詞,熱い,1,1
2666,形容詞,痛い,1,1
2667,形容詞,短い,1,1
2668,形容詞,緩い,1,1
2669,形容詞,苦しい,1,1
2670,形容詞,薄暗い,1,1
2671,形容詞,近い,1,1
2672,形容詞,遠い,1,1
2673,形容詞,面白い,1,1
